,eid,teamid,teamname,area,appearedTimes,kda,fstbloodpercentage,proAppearedTimes,totalKills,totalDeaths,totalAssists,totalLasthit,totalGolds,totalDamagetohero,totalDamagetaken,totalWardsplaced,totalWardskilled,totalDuration,totalBarons,totalDragon,totalTowerTaken,totalTowerDeath,totalHeronum,goldsPermin,lasthitPermin,damagetoheroPermin,wardsplacedpermin,wardskilledpermin,killsPergame,deathsPergame,assistsPergame,damagetoheropermatch,goldpermatch,lasthitpermatch,damagetakenpermatch,baronkillsPergame,dragonkillsPergame,towertakensPergame,towerdeathsPergame,wardsplacedPergame,wardskilledPergame,highestgoldpermin,dragonkillspercentage,baronkillspercentage,wardskilledrate,avgDuration,heroFrequencyWinrate,damagetoheropercentage,goldpercentage,damagetakenpercentage,banHero,pickHero,winrate,teamWinrate,bo3Rate,fsttowerpercentage,goldearnedLead,fstbloodwinPercentage,firsttowerwinPercentage,firstbaronwinPercentage,baronbenefitPerkill,order
0,1100,4043,JDG,0,55,4.9,52.7%,55,922,648,2239,57153,3323173,4309946,5313800,0,0,104924,38,146,419,244,51,1900,32.7,2464,0.00,0.0,16.8,11.8,40.7091,78362.7,60421,1039.2,96614.5,0.7,2.7,7.6,4.4,,,2207.41,59.3%,52.8%,0.0%,31:47,"{""1"":{""winnum"":29,""num"":21,""freq"":4,""appeared_times"":44,""winrate"":""0.65909094""},""2"":{""winnum"":128,""num"":26,""freq"":""4-10"",""appeared_times"":175,""winrate"":""0.73142856""},""3"":{""winnum"":38,""num"":4,""freq"":10,""appeared_times"":56,""winrate"":""0.6785714""}}","{""1"":0.24102457511188569,""2"":0.173023431449127,""3"":0.23823995380204382,""4"":0.27429754324122113,""5"":0.07341449639572237}","{""1"":0.21764741107369373,""2"":0.19691331146467547,""3"":0.2136894468027996,""4"":0.2400657443954919,""5"":0.13168408626333927}","{""1"":0.28925559720491323,""2"":0.27910114974856826,""3"":0.163304448183727,""4"":0.14318990975613305,""5"":0.12514889510665844}","{""1"":{""winrate"":""1.0"",""heroid"":""1"",""appeared_times"":""1""},""2"":{""winrate"":""0.75"",""heroid"":""2"",""appeared_times"":""8""},""3"":{""winrate"":""0.75"",""heroid"":""3"",""appeared_times"":""4""},""132"":{""winrate"":""0.7777778"",""heroid"":""132"",""appeared_times"":""9""},""5"":{""winrate"":""0.0"",""heroid"":""5"",""appeared_times"":""1""},""8"":{""winrate"":""1.0"",""heroid"":""8"",""appeared_times"":""1""},""9"":{""winrate"":""1.0"",""heroid"":""9"",""appeared_times"":""4""},""138"":{""winrate"":""1.0"",""heroid"":""138"",""appeared_times"":""1""},""141"":{""winrate"":""0.5"",""heroid"":""141"",""appeared_times"":""2""},""13"":{""winrate"":""1.0"",""heroid"":""13"",""appeared_times"":""4""},""143"":{""winrate"":""0.6666667"",""heroid"":""143"",""appeared_times"":""3""},""17"":{""winrate"":""0.75"",""heroid"":""17"",""appeared_times"":""4""},""147"":{""winrate"":""0.6956522"",""heroid"":""147"",""appeared_times"":""23""},""148"":{""winrate"":""0.6666667"",""heroid"":""148"",""appeared_times"":""6""},""20"":{""winrate"":""0.72727275"",""heroid"":""20"",""appeared_times"":""11""},""150"":{""winrate"":""0.6923077"",""heroid"":""150"",""appeared_times"":""13""},""151"":{""winrate"":""1.0"",""heroid"":""151"",""appeared_times"":""2""},""152"":{""winrate"":""1.0"",""heroid"":""152"",""appeared_times"":""1""},""26"":{""winrate"":""0.8333333"",""heroid"":""26"",""appeared_times"":""12""},""28"":{""winrate"":""0.2"",""heroid"":""28"",""appeared_times"":""5""},""29"":{""winrate"":""1.0"",""heroid"":""29"",""appeared_times"":""5""},""158"":{""winrate"":""0.6666667"",""heroid"":""158"",""appeared_times"":""3""},""31"":{""winrate"":""0.64285713"",""heroid"":""31"",""appeared_times"":""14""},""159"":{""winrate"":""0.75"",""heroid"":""159"",""appeared_times"":""12""},""32"":{""winrate"":""1.0"",""heroid"":""32"",""appeared_times"":""1""},""33"":{""winrate"":""1.0"",""heroid"":""33"",""appeared_times"":""1""},""162"":{""winrate"":""0.5714286"",""heroid"":""162"",""appeared_times"":""14""},""163"":{""winrate"":""0.53846157"",""heroid"":""163"",""appeared_times"":""13""},""39"":{""winrate"":""0.5"",""heroid"":""39"",""appeared_times"":""10""},""42"":{""winrate"":""0.71428573"",""heroid"":""42"",""appeared_times"":""7""},""47"":{""winrate"":""1.0"",""heroid"":""47"",""appeared_times"":""3""},""48"":{""winrate"":""1.0"",""heroid"":""48"",""appeared_times"":""1""},""51"":{""winrate"":""0.5"",""heroid"":""51"",""appeared_times"":""2""},""52"":{""winrate"":""1.0"",""heroid"":""52"",""appeared_times"":""3""},""53"":{""winrate"":""1.0"",""heroid"":""53"",""appeared_times"":""1""},""54"":{""winrate"":""0.5714286"",""heroid"":""54"",""appeared_times"":""7""},""55"":{""winrate"":""0.5"",""heroid"":""55"",""appeared_times"":""4""},""56"":{""winrate"":""1.0"",""heroid"":""56"",""appeared_times"":""1""},""63"":{""winrate"":""0.6363636"",""heroid"":""63"",""appeared_times"":""11""},""68"":{""winrate"":""0.7"",""heroid"":""68"",""appeared_times"":""10""},""69"":{""winrate"":""0.6666667"",""heroid"":""69"",""appeared_times"":""3""},""70"":{""winrate"":""1.0"",""heroid"":""70"",""appeared_times"":""2""},""75"":{""winrate"":""0.875"",""heroid"":""75"",""appeared_times"":""8""},""79"":{""winrate"":""1.0"",""heroid"":""79"",""appeared_times"":""1""},""82"":{""winrate"":""0.6666667"",""heroid"":""82"",""appeared_times"":""3""},""84"":{""winrate"":""0.5"",""heroid"":""84"",""appeared_times"":""4""},""90"":{""winrate"":""0.5"",""heroid"":""90"",""appeared_times"":""2""},""94"":{""winrate"":""1.0"",""heroid"":""94"",""appeared_times"":""3""},""99"":{""winrate"":""0.0"",""heroid"":""99"",""appeared_times"":""1""},""101"":{""winrate"":""1.0"",""heroid"":""101"",""appeared_times"":""1""},""103"":{""winrate"":""0.6"",""heroid"":""103"",""appeared_times"":""5""},""113"":{""winrate"":""1.0"",""heroid"":""113"",""appeared_times"":""3""},""117"":{""winrate"":""1.0"",""heroid"":""117"",""appeared_times"":""1""},""127"":{""winrate"":""1.0"",""heroid"":""127"",""appeared_times"":""1""}}","{""89"":{""heroname"":""亡灵战神"",""heroid"":""89"",""appeared_times"":""6"",""winrate"":""0.6666666666666666"",""cpherokey"":""Sion""},""48"":{""heroname"":""狂暴之心"",""heroid"":""48"",""appeared_times"":""5"",""winrate"":""0.4"",""cpherokey"":""Kennen""},""151"":{""heroname"":""残月之肃"",""heroid"":""151"",""appeared_times"":""14"",""winrate"":""0.7142857142857143"",""cpherokey"":""Aphelios""},""152"":{""heroname"":""腕豪"",""heroid"":""152"",""appeared_times"":""3"",""winrate"":""1.0"",""cpherokey"":""Sett""},""111"":{""heroname"":""皮城执法官"",""heroid"":""111"",""appeared_times"":""9"",""winrate"":""0.6666666666666666"",""cpherokey"":""Vi""},""112"":{""heroname"":""机械先驱"",""heroid"":""112"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Viktor""},""113"":{""heroname"":""猩红收割者"",""heroid"":""113"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Vladimir""},""158"":{""heroname"":""破败之王"",""heroid"":""158"",""appeared_times"":""10"",""winrate"":""0.9"",""cpherokey"":""Viego""},""159"":{""heroname"":""灵罗娃娃"",""heroid"":""159"",""appeared_times"":""4"",""winrate"":""1.0"",""cpherokey"":""Gwen""},""117"":{""heroname"":""德邦总管"",""heroid"":""117"",""appeared_times"":""3"",""winrate"":""1.0"",""cpherokey"":""XinZhao""},""90"":{""heroname"":""战争女神"",""heroid"":""90"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Sivir""},""51"":{""heroname"":""诡术妖姬"",""heroid"":""51"",""appeared_times"":""3"",""winrate"":""1.0"",""cpherokey"":""Leblanc""},""52"":{""heroname"":""盲僧"",""heroid"":""52"",""appeared_times"":""7"",""winrate"":""0.14285714285714285"",""cpherokey"":""LeeSin""},""53"":{""heroname"":""曙光女神"",""heroid"":""53"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Leona""},""54"":{""heroname"":""冰霜女巫"",""heroid"":""54"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Lissandra""},""55"":{""heroname"":""圣枪游侠"",""heroid"":""55"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Lucian""},""56"":{""heroname"":""仙灵女巫"",""heroid"":""56"",""appeared_times"":""12"",""winrate"":""0.5"",""cpherokey"":""Lulu""},""13"":{""heroname"":""弗雷尔卓德之心"",""heroid"":""13"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Braum""},""162"":{""heroname"":""祖安花火"",""heroid"":""162"",""appeared_times"":""8"",""winrate"":""0.75"",""cpherokey"":""Zeri""},""163"":{""heroname"":""炼金男爵"",""heroid"":""163"",""appeared_times"":""7"",""winrate"":""1.0"",""cpherokey"":""Renata""},""164"":{""heroname"":""虚空女皇"",""heroid"":""164"",""appeared_times"":""4"",""winrate"":""1.0"",""cpherokey"":""Belveth""},""1"":{""heroname"":""暗裔剑魔"",""heroid"":""1"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Aatrox""},""2"":{""heroname"":""九尾妖狐"",""heroid"":""2"",""appeared_times"":""18"",""winrate"":""0.7222222222222222"",""cpherokey"":""Ahri""},""4"":{""heroname"":""牛头酋长"",""heroid"":""4"",""appeared_times"":""2"",""winrate"":""0.5"",""cpherokey"":""Alistar""},""5"":{""heroname"":""殇之木乃伊"",""heroid"":""5"",""appeared_times"":""2"",""winrate"":""0.5"",""cpherokey"":""Amumu""},""127"":{""heroname"":""河流之王"",""heroid"":""127"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""TahmKench""},""9"":{""heroname"":""沙漠皇帝"",""heroid"":""9"",""appeared_times"":""8"",""winrate"":""0.5"",""cpherokey"":""Azir""},""63"":{""heroname"":""齐天大圣"",""heroid"":""63"",""appeared_times"":""10"",""winrate"":""0.9"",""cpherokey"":""MonkeyKing""},""65"":{""heroname"":""堕落天使"",""heroid"":""65"",""appeared_times"":""2"",""winrate"":""0.5"",""cpherokey"":""Morgana""},""66"":{""heroname"":""唤潮鲛姬"",""heroid"":""66"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Nami""},""24"":{""heroname"":""探险家"",""heroid"":""24"",""appeared_times"":""10"",""winrate"":""0.6"",""cpherokey"":""Ezreal""},""68"":{""heroname"":""深海泰坦"",""heroid"":""68"",""appeared_times"":""6"",""winrate"":""0.8333333333333334"",""cpherokey"":""Nautilus""},""28"":{""heroname"":""正义巨像"",""heroid"":""28"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Galio""},""29"":{""heroname"":""海洋之灾"",""heroid"":""29"",""appeared_times"":""9"",""winrate"":""0.8888888888888888"",""cpherokey"":""Gangplank""},""132"":{""heroname"":""岩雀"",""heroid"":""132"",""appeared_times"":""12"",""winrate"":""0.75"",""cpherokey"":""Taliyah""},""74"":{""heroname"":""不屈之枪"",""heroid"":""74"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Pantheon""},""31"":{""heroname"":""迷失之牙"",""heroid"":""31"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Gnar""},""75"":{""heroname"":""圣锤之毅"",""heroid"":""75"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Poppy""},""32"":{""heroname"":""酒桶"",""heroid"":""32"",""appeared_times"":""5"",""winrate"":""0.6"",""cpherokey"":""Gragas""},""33"":{""heroname"":""法外狂徒"",""heroid"":""33"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Graves""},""79"":{""heroname"":""荒漠屠夫"",""heroid"":""79"",""appeared_times"":""3"",""winrate"":""0.3333333333333333"",""cpherokey"":""Renekton""},""141"":{""heroname"":""山隐之焰"",""heroid"":""141"",""appeared_times"":""2"",""winrate"":""1.0"",""cpherokey"":""Ornn""},""142"":{""heroname"":""暮光星灵"",""heroid"":""142"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Zoe""},""101"":{""heroname"":""巨魔之王"",""heroid"":""101"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Trundle""},""147"":{""heroname"":""解脱者"",""heroid"":""147"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Sylas""},""148"":{""heroname"":""魔法猫咪"",""heroid"":""148"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Yuumi""},""83"":{""heroname"":""符文法师"",""heroid"":""83"",""appeared_times"":""4"",""winrate"":""1.0"",""cpherokey"":""Ryze""},""84"":{""heroname"":""北地之怒"",""heroid"":""84"",""appeared_times"":""8"",""winrate"":""0.875"",""cpherokey"":""Sejuani""},""41"":{""heroname"":""暴走萝莉"",""heroid"":""41"",""appeared_times"":""2"",""winrate"":""1.0"",""cpherokey"":""Jinx""},""42"":{""heroname"":""复仇之矛"",""heroid"":""42"",""appeared_times"":""9"",""winrate"":""0.7777777777777778"",""cpherokey"":""Kalista""},""43"":{""heroname"":""天启者"",""heroid"":""43"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Karma""}}",0.875,0.709091,0.75,0.6,5383.91,0.896552,0.787879,0.892857,0,1
1,1100,68,EDG,1,58,4.9,53.4%,58,807,569,1962,60111,3421668,4157548,5104916,0,0,111040,45,155,406,291,60,1848,32.5,2246,0.00,0.0,13.9,9.8,33.8276,71681.9,58994,1036.4,88015.8,0.8,2.7,7.0,5.0,,,2246.21,60.5%,59.2%,0.0%,31:54,"{""1"":{""winnum"":23,""num"":24,""freq"":4,""appeared_times"":39,""winrate"":""0.5897436""},""2"":{""winnum"":142,""num"":34,""freq"":""4-10"",""appeared_times"":225,""winrate"":""0.6311111""},""3"":{""winnum"":15,""num"":2,""freq"":10,""appeared_times"":26,""winrate"":""0.5769231""}}","{""1"":0.22195722075947802,""2"":0.11745818433597001,""3"":0.2663323962623997,""4"":0.3197551811872071,""5"":0.07449701745494522}","{""1"":0.2246147200721987,""2"":0.17272306956724032,""3"":0.22256864196058765,""4"":0.2463210925197886,""5"":0.13377247588018476}","{""1"":0.24434618786263507,""2"":0.28918565981368755,""3"":0.17723060762763432,""4"":0.148714795560642,""5"":0.14052274913540105}","{""128"":{""winrate"":""0.6666667"",""heroid"":""128"",""appeared_times"":""3""},""1"":{""winrate"":""1.0"",""heroid"":""1"",""appeared_times"":""1""},""2"":{""winrate"":""0.45454547"",""heroid"":""2"",""appeared_times"":""11""},""4"":{""winrate"":""0.5"",""heroid"":""4"",""appeared_times"":""2""},""132"":{""winrate"":""0.7"",""heroid"":""132"",""appeared_times"":""10""},""9"":{""winrate"":""1.0"",""heroid"":""9"",""appeared_times"":""1""},""13"":{""winrate"":""0.5"",""heroid"":""13"",""appeared_times"":""2""},""141"":{""winrate"":""1.0"",""heroid"":""141"",""appeared_times"":""2""},""17"":{""winrate"":""1.0"",""heroid"":""17"",""appeared_times"":""2""},""19"":{""winrate"":""1.0"",""heroid"":""19"",""appeared_times"":""1""},""147"":{""winrate"":""0.6363636"",""heroid"":""147"",""appeared_times"":""22""},""20"":{""winrate"":""0.0"",""heroid"":""20"",""appeared_times"":""3""},""148"":{""winrate"":""1.0"",""heroid"":""148"",""appeared_times"":""1""},""150"":{""winrate"":""0.6666667"",""heroid"":""150"",""appeared_times"":""3""},""151"":{""winrate"":""1.0"",""heroid"":""151"",""appeared_times"":""1""},""26"":{""winrate"":""0.8333333"",""heroid"":""26"",""appeared_times"":""12""},""154"":{""winrate"":""0.5"",""heroid"":""154"",""appeared_times"":""2""},""28"":{""winrate"":""0.0"",""heroid"":""28"",""appeared_times"":""1""},""29"":{""winrate"":""0.33333334"",""heroid"":""29"",""appeared_times"":""3""},""157"":{""winrate"":""1.0"",""heroid"":""157"",""appeared_times"":""1""},""158"":{""winrate"":""0.75"",""heroid"":""158"",""appeared_times"":""4""},""159"":{""winrate"":""0.55"",""heroid"":""159"",""appeared_times"":""20""},""31"":{""winrate"":""0.7"",""heroid"":""31"",""appeared_times"":""10""},""162"":{""winrate"":""0.22222222"",""heroid"":""162"",""appeared_times"":""9""},""163"":{""winrate"":""0.41666666"",""heroid"":""163"",""appeared_times"":""12""},""38"":{""winrate"":""0.5"",""heroid"":""38"",""appeared_times"":""2""},""39"":{""winrate"":""1.0"",""heroid"":""39"",""appeared_times"":""7""},""41"":{""winrate"":""0.5"",""heroid"":""41"",""appeared_times"":""2""},""42"":{""winrate"":""0.8"",""heroid"":""42"",""appeared_times"":""10""},""47"":{""winrate"":""0.0"",""heroid"":""47"",""appeared_times"":""1""},""48"":{""winrate"":""1.0"",""heroid"":""48"",""appeared_times"":""1""},""51"":{""winrate"":""0.75"",""heroid"":""51"",""appeared_times"":""4""},""52"":{""winrate"":""1.0"",""heroid"":""52"",""appeared_times"":""2""},""53"":{""winrate"":""0.0"",""heroid"":""53"",""appeared_times"":""1""},""54"":{""winrate"":""0.5833333"",""heroid"":""54"",""appeared_times"":""12""},""55"":{""winrate"":""0.64285713"",""heroid"":""55"",""appeared_times"":""14""},""56"":{""winrate"":""1.0"",""heroid"":""56"",""appeared_times"":""1""},""63"":{""winrate"":""0.45454547"",""heroid"":""63"",""appeared_times"":""11""},""68"":{""winrate"":""0.54545456"",""heroid"":""68"",""appeared_times"":""11""},""69"":{""winrate"":""0.6666667"",""heroid"":""69"",""appeared_times"":""3""},""70"":{""winrate"":""0.75"",""heroid"":""70"",""appeared_times"":""4""},""74"":{""winrate"":""1.0"",""heroid"":""74"",""appeared_times"":""1""},""75"":{""winrate"":""0.42857143"",""heroid"":""75"",""appeared_times"":""14""},""79"":{""winrate"":""0.5"",""heroid"":""79"",""appeared_times"":""2""},""83"":{""winrate"":""1.0"",""heroid"":""83"",""appeared_times"":""2""},""84"":{""winrate"":""0.75"",""heroid"":""84"",""appeared_times"":""8""},""87"":{""winrate"":""1.0"",""heroid"":""87"",""appeared_times"":""1""},""90"":{""winrate"":""0.75"",""heroid"":""90"",""appeared_times"":""4""},""94"":{""winrate"":""0.8"",""heroid"":""94"",""appeared_times"":""5""},""101"":{""winrate"":""0.6666667"",""heroid"":""101"",""appeared_times"":""12""},""103"":{""winrate"":""0.6"",""heroid"":""103"",""appeared_times"":""5""},""111"":{""winrate"":""0.6666667"",""heroid"":""111"",""appeared_times"":""3""},""117"":{""winrate"":""1.0"",""heroid"":""117"",""appeared_times"":""3""},""127"":{""winrate"":""0.25"",""heroid"":""127"",""appeared_times"":""4""}}","{""47"":{""heroname"":""正义天使"",""heroid"":""47"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Kayle""},""48"":{""heroname"":""狂暴之心"",""heroid"":""48"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Kennen""},""150"":{""heroname"":""涤魂圣枪"",""heroid"":""150"",""appeared_times"":""5"",""winrate"":""0.8"",""cpherokey"":""Senna""},""151"":{""heroname"":""残月之肃"",""heroid"":""151"",""appeared_times"":""10"",""winrate"":""0.5"",""cpherokey"":""Aphelios""},""152"":{""heroname"":""腕豪"",""heroid"":""152"",""appeared_times"":""2"",""winrate"":""1.0"",""cpherokey"":""Sett""},""111"":{""heroname"":""皮城执法官"",""heroid"":""111"",""appeared_times"":""10"",""winrate"":""0.7"",""cpherokey"":""Vi""},""155"":{""heroname"":""封魔剑魂"",""heroid"":""155"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Yone""},""112"":{""heroname"":""机械先驱"",""heroid"":""112"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Viktor""},""113"":{""heroname"":""猩红收割者"",""heroid"":""113"",""appeared_times"":""4"",""winrate"":""0.75"",""cpherokey"":""Vladimir""},""158"":{""heroname"":""破败之王"",""heroid"":""158"",""appeared_times"":""9"",""winrate"":""0.5555555555555556"",""cpherokey"":""Viego""},""159"":{""heroname"":""灵罗娃娃"",""heroid"":""159"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Gwen""},""117"":{""heroname"":""德邦总管"",""heroid"":""117"",""appeared_times"":""5"",""winrate"":""0.2"",""cpherokey"":""XinZhao""},""90"":{""heroname"":""战争女神"",""heroid"":""90"",""appeared_times"":""6"",""winrate"":""0.6666666666666666"",""cpherokey"":""Sivir""},""94"":{""heroname"":""诺克萨斯统领"",""heroid"":""94"",""appeared_times"":""2"",""winrate"":""1.0"",""cpherokey"":""Swain""},""51"":{""heroname"":""诡术妖姬"",""heroid"":""51"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Leblanc""},""52"":{""heroname"":""盲僧"",""heroid"":""52"",""appeared_times"":""5"",""winrate"":""0.6"",""cpherokey"":""LeeSin""},""53"":{""heroname"":""曙光女神"",""heroid"":""53"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Leona""},""54"":{""heroname"":""冰霜女巫"",""heroid"":""54"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Lissandra""},""55"":{""heroname"":""圣枪游侠"",""heroid"":""55"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Lucian""},""11"":{""heroname"":""蒸汽机器人"",""heroid"":""11"",""appeared_times"":""2"",""winrate"":""1.0"",""cpherokey"":""Blitzcrank""},""56"":{""heroname"":""仙灵女巫"",""heroid"":""56"",""appeared_times"":""7"",""winrate"":""0.42857142857142855"",""cpherokey"":""Lulu""},""13"":{""heroname"":""弗雷尔卓德之心"",""heroid"":""13"",""appeared_times"":""7"",""winrate"":""1.0"",""cpherokey"":""Braum""},""17"":{""heroname"":""英勇投弹手"",""heroid"":""17"",""appeared_times"":""5"",""winrate"":""0.6"",""cpherokey"":""Corki""},""162"":{""heroname"":""祖安花火"",""heroid"":""162"",""appeared_times"":""9"",""winrate"":""0.6666666666666666"",""cpherokey"":""Zeri""},""163"":{""heroname"":""炼金男爵"",""heroid"":""163"",""appeared_times"":""5"",""winrate"":""0.6"",""cpherokey"":""Renata""},""1"":{""heroname"":""暗裔剑魔"",""heroid"":""1"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Aatrox""},""2"":{""heroname"":""九尾妖狐"",""heroid"":""2"",""appeared_times"":""7"",""winrate"":""0.7142857142857143"",""cpherokey"":""Ahri""},""3"":{""heroname"":""离群之刺"",""heroid"":""3"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Akali""},""127"":{""heroname"":""河流之王"",""heroid"":""127"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""TahmKench""},""9"":{""heroname"":""沙漠皇帝"",""heroid"":""9"",""appeared_times"":""13"",""winrate"":""0.6153846153846154"",""cpherokey"":""Azir""},""63"":{""heroname"":""齐天大圣"",""heroid"":""63"",""appeared_times"":""8"",""winrate"":""0.75"",""cpherokey"":""MonkeyKing""},""20"":{""heroname"":""荣耀行刑官"",""heroid"":""20"",""appeared_times"":""6"",""winrate"":""0.6666666666666666"",""cpherokey"":""Draven""},""66"":{""heroname"":""唤潮鲛姬"",""heroid"":""66"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Nami""},""24"":{""heroname"":""探险家"",""heroid"":""24"",""appeared_times"":""5"",""winrate"":""0.6"",""cpherokey"":""Ezreal""},""68"":{""heroname"":""深海泰坦"",""heroid"":""68"",""appeared_times"":""8"",""winrate"":""0.5"",""cpherokey"":""Nautilus""},""28"":{""heroname"":""正义巨像"",""heroid"":""28"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Galio""},""29"":{""heroname"":""海洋之灾"",""heroid"":""29"",""appeared_times"":""7"",""winrate"":""0.5714285714285714"",""cpherokey"":""Gangplank""},""132"":{""heroname"":""岩雀"",""heroid"":""132"",""appeared_times"":""7"",""winrate"":""0.8571428571428571"",""cpherokey"":""Taliyah""},""138"":{""heroname"":""幻翎"",""heroid"":""138"",""appeared_times"":""3"",""winrate"":""0.3333333333333333"",""cpherokey"":""Rakan""},""139"":{""heroname"":""逆羽"",""heroid"":""139"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Xayah""},""73"":{""heroname"":""发条魔灵"",""heroid"":""73"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Orianna""},""74"":{""heroname"":""不屈之枪"",""heroid"":""74"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Pantheon""},""31"":{""heroname"":""迷失之牙"",""heroid"":""31"",""appeared_times"":""13"",""winrate"":""0.5384615384615384"",""cpherokey"":""Gnar""},""75"":{""heroname"":""圣锤之毅"",""heroid"":""75"",""appeared_times"":""9"",""winrate"":""0.7777777777777778"",""cpherokey"":""Poppy""},""32"":{""heroname"":""酒桶"",""heroid"":""32"",""appeared_times"":""5"",""winrate"":""1.0"",""cpherokey"":""Gragas""},""33"":{""heroname"":""法外狂徒"",""heroid"":""33"",""appeared_times"":""2"",""winrate"":""0.0"",""cpherokey"":""Graves""},""79"":{""heroname"":""荒漠屠夫"",""heroid"":""79"",""appeared_times"":""4"",""winrate"":""0.5"",""cpherokey"":""Renekton""},""39"":{""heroname"":""武器大师"",""heroid"":""39"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Jax""},""141"":{""heroname"":""山隐之焰"",""heroid"":""141"",""appeared_times"":""5"",""winrate"":""0.6"",""cpherokey"":""Ornn""},""142"":{""heroname"":""暮光星灵"",""heroid"":""142"",""appeared_times"":""2"",""winrate"":""0.0"",""cpherokey"":""Zoe""},""101"":{""heroname"":""巨魔之王"",""heroid"":""101"",""appeared_times"":""7"",""winrate"":""0.7142857142857143"",""cpherokey"":""Trundle""},""147"":{""heroname"":""解脱者"",""heroid"":""147"",""appeared_times"":""9"",""winrate"":""0.5555555555555556"",""cpherokey"":""Sylas""},""148"":{""heroname"":""魔法猫咪"",""heroid"":""148"",""appeared_times"":""6"",""winrate"":""0.6666666666666666"",""cpherokey"":""Yuumi""},""81"":{""heroname"":""放逐之刃"",""heroid"":""81"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Riven""},""83"":{""heroname"":""符文法师"",""heroid"":""83"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Ryze""},""84"":{""heroname"":""北地之怒"",""heroid"":""84"",""appeared_times"":""6"",""winrate"":""0.3333333333333333"",""cpherokey"":""Sejuani""},""40"":{""heroname"":""未来守护者"",""heroid"":""40"",""appeared_times"":""1"",""winrate"":""1.0"",""cpherokey"":""Jayce""},""41"":{""heroname"":""暴走萝莉"",""heroid"":""41"",""appeared_times"":""3"",""winrate"":""0.6666666666666666"",""cpherokey"":""Jinx""},""42"":{""heroname"":""复仇之矛"",""heroid"":""42"",""appeared_times"":""6"",""winrate"":""0.5"",""cpherokey"":""Kalista""},""43"":{""heroname"":""天启者"",""heroid"":""43"",""appeared_times"":""1"",""winrate"":""0.0"",""cpherokey"":""Karma""}}",0.625,0.62069,0.5,0.637931,796.85,0.677419,0.756757,0.909091,0,2
