,eid,teamid,teamname,playerid,playername,meta,kills,deaths,assists,lasthit,golds,damagetohero,damagetaken,wardsplaced,wardskilled,totalKills,totalDeaths,totalAssists,totalLasthit,totalGolds,totalDamagetohero,totalDamagetaken,totalWardsplaced,totalWardskilled,appearedTimes,proAppearedTimes,duration,killsPergame,deathsPergame,assistsPergame,goldsPermin,lasthitPermin,damagetakenPermin,damagetoheroPermin,wardsplacedPergame,wardskilledPergame,goldsPercent,damagetakenPercent,damagetoheroPercent,heronum,heroFrequencyWinratejson,pretenLasthit,pretwnLasthit,lasthitPergame,pretenLasthitDiff,wardsplacedPermin,wardskilledPermin,mostassists,mostdeaths,mostkills,kda,attendrate,winnum,losenum,damagePergame,prefifteenLasthitDiff,singleKillsNum,damagetoheroConversionRate,lasthitPergameDiff,metaGoldsLead,order
0,1100,200,LNG,6652,Doinb,中单,146,128,365,16711,768605,1102110,1093610,0,0,757,730,1755,61675,3449236,4113369,5622469,19501,0,59,0,115277,2.5,2.2,6.2,400,8.70,607,573,0,0,0.222833,19.5%,26.8%,16,"{""79"":{""heroname"":""荒漠屠夫"",""appearancetimes"":""6"",""winnum"":""3"",""heroid"":""79"",""winrate"":""0.5"",""kda"":""2.533333333333333"",""cpherokey"":""Renekton"",""losenum"":""3""},""28"":{""heroname"":""正义巨像"",""appearancetimes"":""2"",""winnum"":""0"",""heroid"":""28"",""winrate"":""0.0"",""kda"":""4.0"",""cpherokey"":""Galio"",""losenum"":""2""},""17"":{""heroname"":""英勇投弹手"",""appearancetimes"":""8"",""winnum"":""5"",""heroid"":""17"",""winrate"":""0.625"",""kda"":""5.375"",""cpherokey"":""Corki"",""losenum"":""3""},""132"":{""heroname"":""岩雀"",""appearancetimes"":""8"",""winnum"":""5"",""heroid"":""132"",""winrate"":""0.625"",""kda"":""4.588235294117647"",""cpherokey"":""Taliyah"",""losenum"":""3""},""133"":{""heroname"":""暴怒骑士"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""133"",""winrate"":""1.0"",""kda"":""7.0"",""cpherokey"":""Kled"",""losenum"":""0""},""155"":{""heroname"":""封魔剑魂"",""appearancetimes"":""2"",""winnum"":""1"",""heroid"":""155"",""winrate"":""0.5"",""kda"":""4.666666666666667"",""cpherokey"":""Yone"",""losenum"":""1""},""112"":{""heroname"":""机械先驱"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""112"",""winrate"":""0.0"",""kda"":""0.0"",""cpherokey"":""Viktor"",""losenum"":""1""},""3"":{""heroname"":""离群之刺"",""appearancetimes"":""5"",""winnum"":""3"",""heroid"":""3"",""winrate"":""0.6"",""kda"":""3.4"",""cpherokey"":""Akali"",""losenum"":""2""},""147"":{""heroname"":""解脱者"",""appearancetimes"":""3"",""winnum"":""3"",""heroid"":""147"",""winrate"":""1.0"",""kda"":""29.0"",""cpherokey"":""Sylas"",""losenum"":""0""},""103"":{""heroname"":""卡牌大师"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""103"",""winrate"":""0.0"",""kda"":""1.0"",""cpherokey"":""TwistedFate"",""losenum"":""1""},""70"":{""heroname"":""永恒梦魇"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""70"",""winrate"":""0.6666666666666666"",""kda"":""7.75"",""cpherokey"":""Nocturne"",""losenum"":""1""},""9"":{""heroname"":""沙漠皇帝"",""appearancetimes"":""2"",""winnum"":""1"",""heroid"":""9"",""winrate"":""0.5"",""kda"":""4.6"",""cpherokey"":""Azir"",""losenum"":""1""},""83"":{""heroname"":""符文法师"",""appearancetimes"":""2"",""winnum"":""0"",""heroid"":""83"",""winrate"":""0.0"",""kda"":""1.8"",""cpherokey"":""Ryze"",""losenum"":""2""},""94"":{""heroname"":""诺克萨斯统领"",""appearancetimes"":""6"",""winnum"":""3"",""heroid"":""94"",""winrate"":""0.5"",""kda"":""4.071428571428571"",""cpherokey"":""Swain"",""losenum"":""3""},""32"":{""heroname"":""酒桶"",""appearancetimes"":""3"",""winnum"":""1"",""heroid"":""32"",""winrate"":""0.3333333333333333"",""kda"":""3.142857142857143"",""cpherokey"":""Gragas"",""losenum"":""2""},""54"":{""heroname"":""冰霜女巫"",""appearancetimes"":""6"",""winnum"":""2"",""heroid"":""54"",""winrate"":""0.3333333333333333"",""kda"":""3.0"",""cpherokey"":""Lissandra"",""losenum"":""4""}}",,,283,,0.00,0.00,14,5,7,4.0,67.5%,30,29,18679.8,,,1.43391,15.678,348.881,1
1,1100,200,LNG,29618,Light,ADC,280,103,256,18340,871401,1249263,766693,0,0,757,730,1755,61675,3449236,4113369,5622469,19501,0,59,0,115277,4.7,1.7,4.3,453,9.55,399,650,0,0,0.252636,13.6%,30.4%,12,"{""55"":{""heroname"":""圣枪游侠"",""appearancetimes"":""11"",""winnum"":""6"",""heroid"":""55"",""winrate"":""0.5454545454545454"",""kda"":""6.055555555555555"",""cpherokey"":""Lucian"",""losenum"":""5""},""24"":{""heroname"":""探险家"",""appearancetimes"":""5"",""winnum"":""3"",""heroid"":""24"",""winrate"":""0.6"",""kda"":""5.444444444444445"",""cpherokey"":""Ezreal"",""losenum"":""2""},""139"":{""heroname"":""逆羽"",""appearancetimes"":""3"",""winnum"":""1"",""heroid"":""139"",""winrate"":""0.3333333333333333"",""kda"":""2.5"",""cpherokey"":""Xayah"",""losenum"":""2""},""90"":{""heroname"":""战争女神"",""appearancetimes"":""2"",""winnum"":""0"",""heroid"":""90"",""winrate"":""0.0"",""kda"":""3.0"",""cpherokey"":""Sivir"",""losenum"":""2""},""50"":{""heroname"":""深渊巨口"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""50"",""winrate"":""0.0"",""kda"":""1.0"",""cpherokey"":""KogMaw"",""losenum"":""1""},""62"":{""heroname"":""赏金猎人"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""62"",""winrate"":""0.0"",""kda"":""2.0"",""cpherokey"":""MissFortune"",""losenum"":""1""},""150"":{""heroname"":""涤魂圣枪"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""150"",""winrate"":""0.0"",""kda"":""10.0"",""cpherokey"":""Senna"",""losenum"":""1""},""162"":{""heroname"":""祖安花火"",""appearancetimes"":""15"",""winnum"":""9"",""heroid"":""162"",""winrate"":""0.6"",""kda"":""6.0"",""cpherokey"":""Zeri"",""losenum"":""6""},""151"":{""heroname"":""残月之肃"",""appearancetimes"":""12"",""winnum"":""7"",""heroid"":""151"",""winrate"":""0.5833333333333334"",""kda"":""5.173913043478261"",""cpherokey"":""Aphelios"",""losenum"":""5""},""41"":{""heroname"":""暴走萝莉"",""appearancetimes"":""3"",""winnum"":""1"",""heroid"":""41"",""winrate"":""0.3333333333333333"",""kda"":""5.2"",""cpherokey"":""Jinx"",""losenum"":""2""},""42"":{""heroname"":""复仇之矛"",""appearancetimes"":""4"",""winnum"":""3"",""heroid"":""42"",""winrate"":""0.75"",""kda"":""11.25"",""cpherokey"":""Kalista"",""losenum"":""1""},""20"":{""heroname"":""荣耀行刑官"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""20"",""winrate"":""0.0"",""kda"":""4.5"",""cpherokey"":""Draven"",""losenum"":""1""}}",,,311,,0.00,0.00,10,6,11,5.2,70.8%,30,29,21173.9,,,1.43363,10.4915,498.966,2
2,1100,200,LNG,31012,Tarzan,打野,158,145,366,9518,618510,543775,1586671,0,0,757,730,1755,61675,3449236,4113369,5622469,19501,0,59,0,115277,2.7,2.5,6.2,321,4.95,825,292,0,0,0.179318,28.2%,13.2%,14,"{""22"":{""heroname"":""蜘蛛女皇"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""22"",""winrate"":""1.0"",""kda"":""4.5"",""cpherokey"":""Elise"",""losenum"":""0""},""69"":{""heroname"":""狂野女猎手"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""69"",""winrate"":""0.0"",""kda"":""1.0"",""cpherokey"":""Nidalee"",""losenum"":""1""},""120"":{""heroname"":""生化魔人"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""120"",""winrate"":""0.0"",""kda"":""1.0"",""cpherokey"":""Zac"",""losenum"":""1""},""111"":{""heroname"":""皮城执法官"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""111"",""winrate"":""0.0"",""kda"":""2.3333333333333335"",""cpherokey"":""Vi"",""losenum"":""1""},""101"":{""heroname"":""巨魔之王"",""appearancetimes"":""7"",""winnum"":""5"",""heroid"":""101"",""winrate"":""0.7142857142857143"",""kda"":""4.4"",""cpherokey"":""Trundle"",""losenum"":""2""},""158"":{""heroname"":""破败之王"",""appearancetimes"":""11"",""winnum"":""5"",""heroid"":""158"",""winrate"":""0.45454545454545453"",""kda"":""4.2272727272727275"",""cpherokey"":""Viego"",""losenum"":""6""},""114"":{""heroname"":""不灭狂雷"",""appearancetimes"":""2"",""winnum"":""1"",""heroid"":""114"",""winrate"":""0.5"",""kda"":""3.2"",""cpherokey"":""Volibear"",""losenum"":""1""},""117"":{""heroname"":""德邦总管"",""appearancetimes"":""2"",""winnum"":""0"",""heroid"":""117"",""winrate"":""0.0"",""kda"":""2.2222222222222223"",""cpherokey"":""XinZhao"",""losenum"":""2""},""91"":{""heroname"":""水晶先锋"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""91"",""winrate"":""0.0"",""kda"":""2.5"",""cpherokey"":""Skarner"",""losenum"":""1""},""70"":{""heroname"":""永恒梦魇"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""70"",""winrate"":""0.0"",""kda"":""1.0"",""cpherokey"":""Nocturne"",""losenum"":""1""},""84"":{""heroname"":""北地之怒"",""appearancetimes"":""6"",""winnum"":""5"",""heroid"":""84"",""winrate"":""0.8333333333333334"",""kda"":""5.8"",""cpherokey"":""Sejuani"",""losenum"":""1""},""52"":{""heroname"":""盲僧"",""appearancetimes"":""4"",""winnum"":""1"",""heroid"":""52"",""winrate"":""0.25"",""kda"":""1.8888888888888888"",""cpherokey"":""LeeSin"",""losenum"":""3""},""63"":{""heroname"":""齐天大圣"",""appearancetimes"":""13"",""winnum"":""8"",""heroid"":""63"",""winrate"":""0.6153846153846154"",""kda"":""3.27027027027027"",""cpherokey"":""MonkeyKing"",""losenum"":""5""},""75"":{""heroname"":""圣锤之毅"",""appearancetimes"":""8"",""winnum"":""4"",""heroid"":""75"",""winrate"":""0.5"",""kda"":""5.105263157894737"",""cpherokey"":""Poppy"",""losenum"":""4""}}",,,161,,0.00,0.00,17,6,8,3.6,69.2%,30,29,9539.91,,,0.879169,-13.8814,-232.356,3
3,1100,68,EDG,449,Meiko,辅助,38,121,547,2230,457725,305889,706881,0,0,807,569,1962,60111,3421668,4106057,5030367,0,0,58,0,111040,0.7,2.1,9.4,247,1.20,381,165,0,0,0.133772,14.1%,7.4%,12,"{""66"":{""heroname"":""唤潮鲛姬"",""appearancetimes"":""7"",""winnum"":""4"",""heroid"":""66"",""winrate"":""0.5714285714285714"",""kda"":""6.538461538461538"",""cpherokey"":""Nami"",""losenum"":""3""},""11"":{""heroname"":""蒸汽机器人"",""appearancetimes"":""2"",""winnum"":""2"",""heroid"":""11"",""winrate"":""1.0"",""kda"":""4.0"",""cpherokey"":""Blitzcrank"",""losenum"":""0""},""56"":{""heroname"":""仙灵女巫"",""appearancetimes"":""7"",""winnum"":""3"",""heroid"":""56"",""winrate"":""0.42857142857142855"",""kda"":""4.75"",""cpherokey"":""Lulu"",""losenum"":""4""},""68"":{""heroname"":""深海泰坦"",""appearancetimes"":""8"",""winnum"":""4"",""heroid"":""68"",""winrate"":""0.5"",""kda"":""2.8461538461538463"",""cpherokey"":""Nautilus"",""losenum"":""4""},""13"":{""heroname"":""弗雷尔卓德之心"",""appearancetimes"":""7"",""winnum"":""7"",""heroid"":""13"",""winrate"":""1.0"",""kda"":""6.166666666666667"",""cpherokey"":""Braum"",""losenum"":""0""},""148"":{""heroname"":""魔法猫咪"",""appearancetimes"":""6"",""winnum"":""4"",""heroid"":""148"",""winrate"":""0.6666666666666666"",""kda"":""18.5"",""cpherokey"":""Yuumi"",""losenum"":""2""},""127"":{""heroname"":""河流之王"",""appearancetimes"":""7"",""winnum"":""4"",""heroid"":""127"",""winrate"":""0.5714285714285714"",""kda"":""3.6875"",""cpherokey"":""TahmKench"",""losenum"":""3""},""138"":{""heroname"":""幻翎"",""appearancetimes"":""3"",""winnum"":""1"",""heroid"":""138"",""winrate"":""0.3333333333333333"",""kda"":""3.142857142857143"",""cpherokey"":""Rakan"",""losenum"":""2""},""163"":{""heroname"":""炼金男爵"",""appearancetimes"":""5"",""winnum"":""3"",""heroid"":""163"",""winrate"":""0.6"",""kda"":""5.1"",""cpherokey"":""Renata"",""losenum"":""2""},""152"":{""heroname"":""腕豪"",""appearancetimes"":""2"",""winnum"":""2"",""heroid"":""152"",""winrate"":""1.0"",""kda"":""7.0"",""cpherokey"":""Sett"",""losenum"":""0""},""53"":{""heroname"":""曙光女神"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""53"",""winrate"":""0.6666666666666666"",""kda"":""4.142857142857143"",""cpherokey"":""Leona"",""losenum"":""1""},""43"":{""heroname"":""天启者"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""43"",""winrate"":""0.0"",""kda"":""1.3333333333333333"",""cpherokey"":""Karma"",""losenum"":""1""}}",,,38,,0.00,0.00,23,7,4,4.8,72.5%,36,22,5273.95,,,0.668281,-1.89655,237.862,4
4,1100,68,EDG,1300,Flandre,上单,156,125,336,15830,768557,911369,1229151,0,0,807,569,1962,60111,3421668,4106057,5030367,0,0,58,0,111040,2.7,2.2,5.8,415,8.55,687,510,0,0,0.224615,24.4%,22.2%,16,"{""33"":{""heroname"":""法外狂徒"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""33"",""winrate"":""0.0"",""kda"":""1.0"",""cpherokey"":""Graves"",""losenum"":""1""},""79"":{""heroname"":""荒漠屠夫"",""appearancetimes"":""4"",""winnum"":""2"",""heroid"":""79"",""winrate"":""0.5"",""kda"":""3.3333333333333335"",""cpherokey"":""Renekton"",""losenum"":""2""},""47"":{""heroname"":""正义天使"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""47"",""winrate"":""0.6666666666666666"",""kda"":""4.0"",""cpherokey"":""Kayle"",""losenum"":""1""},""48"":{""heroname"":""狂暴之心"",""appearancetimes"":""5"",""winnum"":""4"",""heroid"":""48"",""winrate"":""0.8"",""kda"":""3.888888888888889"",""cpherokey"":""Kennen"",""losenum"":""1""},""39"":{""heroname"":""武器大师"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""39"",""winrate"":""0.6666666666666666"",""kda"":""4.4"",""cpherokey"":""Jax"",""losenum"":""1""},""29"":{""heroname"":""海洋之灾"",""appearancetimes"":""7"",""winnum"":""4"",""heroid"":""29"",""winrate"":""0.5714285714285714"",""kda"":""3.933333333333333"",""cpherokey"":""Gangplank"",""losenum"":""3""},""141"":{""heroname"":""山隐之焰"",""appearancetimes"":""5"",""winnum"":""3"",""heroid"":""141"",""winrate"":""0.6"",""kda"":""3.3333333333333335"",""cpherokey"":""Ornn"",""losenum"":""2""},""155"":{""heroname"":""封魔剑魂"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""155"",""winrate"":""1.0"",""kda"":""19.0"",""cpherokey"":""Yone"",""losenum"":""0""},""1"":{""heroname"":""暗裔剑魔"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""1"",""winrate"":""0.0"",""kda"":""5.0"",""cpherokey"":""Aatrox"",""losenum"":""1""},""113"":{""heroname"":""猩红收割者"",""appearancetimes"":""4"",""winnum"":""3"",""heroid"":""113"",""winrate"":""0.75"",""kda"":""5.833333333333333"",""cpherokey"":""Vladimir"",""losenum"":""1""},""159"":{""heroname"":""灵罗娃娃"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""159"",""winrate"":""1.0"",""kda"":""2.25"",""cpherokey"":""Gwen"",""losenum"":""0""},""81"":{""heroname"":""放逐之刃"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""81"",""winrate"":""0.0"",""kda"":""0.8"",""cpherokey"":""Riven"",""losenum"":""1""},""84"":{""heroname"":""北地之怒"",""appearancetimes"":""3"",""winnum"":""1"",""heroid"":""84"",""winrate"":""0.3333333333333333"",""kda"":""2.75"",""cpherokey"":""Sejuani"",""losenum"":""2""},""40"":{""heroname"":""未来守护者"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""40"",""winrate"":""1.0"",""kda"":""5.0"",""cpherokey"":""Jayce"",""losenum"":""0""},""31"":{""heroname"":""迷失之牙"",""appearancetimes"":""13"",""winnum"":""7"",""heroid"":""31"",""winrate"":""0.5384615384615384"",""kda"":""2.967741935483871"",""cpherokey"":""Gnar"",""losenum"":""6""},""32"":{""heroname"":""酒桶"",""appearancetimes"":""5"",""winnum"":""5"",""heroid"":""32"",""winrate"":""1.0"",""kda"":""66.0"",""cpherokey"":""Gragas"",""losenum"":""0""}}",,,273,,0.00,0.00,17,6,9,3.9,61.0%,36,22,16274.4,,,1.18582,6.08621,622.655,5
5,1100,68,EDG,17789,Scout,中单,179,98,356,16233,761556,1093576,891535,0,0,807,569,1962,60111,3421668,4106057,5030367,0,0,58,0,111040,3.1,1.7,6.1,411,8.77,488,590,0,0,0.222569,17.7%,26.6%,14,"{""28"":{""heroname"":""正义巨像"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""28"",""winrate"":""1.0"",""kda"":""12.0"",""cpherokey"":""Galio"",""losenum"":""0""},""17"":{""heroname"":""英勇投弹手"",""appearancetimes"":""5"",""winnum"":""3"",""heroid"":""17"",""winrate"":""0.6"",""kda"":""4.1"",""cpherokey"":""Corki"",""losenum"":""2""},""142"":{""heroname"":""暮光星灵"",""appearancetimes"":""2"",""winnum"":""0"",""heroid"":""142"",""winrate"":""0.0"",""kda"":""0.875"",""cpherokey"":""Zoe"",""losenum"":""2""},""132"":{""heroname"":""岩雀"",""appearancetimes"":""7"",""winnum"":""6"",""heroid"":""132"",""winrate"":""0.8571428571428571"",""kda"":""11.5"",""cpherokey"":""Taliyah"",""losenum"":""1""},""112"":{""heroname"":""机械先驱"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""112"",""winrate"":""1.0"",""kda"":""11.0"",""cpherokey"":""Viktor"",""losenum"":""0""},""2"":{""heroname"":""九尾妖狐"",""appearancetimes"":""7"",""winnum"":""5"",""heroid"":""2"",""winrate"":""0.7142857142857143"",""kda"":""11.125"",""cpherokey"":""Ahri"",""losenum"":""2""},""3"":{""heroname"":""离群之刺"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""3"",""winrate"":""0.0"",""kda"":""4.0"",""cpherokey"":""Akali"",""losenum"":""1""},""147"":{""heroname"":""解脱者"",""appearancetimes"":""9"",""winnum"":""5"",""heroid"":""147"",""winrate"":""0.5555555555555556"",""kda"":""6.666666666666667"",""cpherokey"":""Sylas"",""losenum"":""4""},""9"":{""heroname"":""沙漠皇帝"",""appearancetimes"":""13"",""winnum"":""8"",""heroid"":""9"",""winrate"":""0.6153846153846154"",""kda"":""4.916666666666667"",""cpherokey"":""Azir"",""losenum"":""5""},""94"":{""heroname"":""诺克萨斯统领"",""appearancetimes"":""2"",""winnum"":""2"",""heroid"":""94"",""winrate"":""1.0"",""kda"":""4.25"",""cpherokey"":""Swain"",""losenum"":""0""},""83"":{""heroname"":""符文法师"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""83"",""winrate"":""0.0"",""kda"":""1.2"",""cpherokey"":""Ryze"",""losenum"":""1""},""73"":{""heroname"":""发条魔灵"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""73"",""winrate"":""0.0"",""kda"":""4.0"",""cpherokey"":""Orianna"",""losenum"":""1""},""51"":{""heroname"":""诡术妖姬"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""51"",""winrate"":""1.0"",""kda"":""12.0"",""cpherokey"":""Leblanc"",""losenum"":""0""},""54"":{""heroname"":""冰霜女巫"",""appearancetimes"":""7"",""winnum"":""4"",""heroid"":""54"",""winrate"":""0.5714285714285714"",""kda"":""3.611111111111111"",""cpherokey"":""Lissandra"",""losenum"":""3""}}",,,280,,0.00,0.00,15,6,10,5.5,66.3%,36,22,18854.8,,,1.43598,14.8448,1183.59,6
6,1100,68,EDG,31014,Viper,ADC,297,101,303,16823,842829,1312933,748090,0,0,807,569,1962,60111,3421668,4106057,5030367,0,0,58,0,111040,5.1,1.7,5.2,455,9.09,411,722,0,0,0.246321,14.9%,32.0%,10,"{""55"":{""heroname"":""圣枪游侠"",""appearancetimes"":""7"",""winnum"":""4"",""heroid"":""55"",""winrate"":""0.5714285714285714"",""kda"":""6.333333333333333"",""cpherokey"":""Lucian"",""losenum"":""3""},""24"":{""heroname"":""探险家"",""appearancetimes"":""5"",""winnum"":""3"",""heroid"":""24"",""winrate"":""0.6"",""kda"":""4.75"",""cpherokey"":""Ezreal"",""losenum"":""2""},""139"":{""heroname"":""逆羽"",""appearancetimes"":""1"",""winnum"":""1"",""heroid"":""139"",""winrate"":""1.0"",""kda"":""8.0"",""cpherokey"":""Xayah"",""losenum"":""0""},""90"":{""heroname"":""战争女神"",""appearancetimes"":""6"",""winnum"":""4"",""heroid"":""90"",""winrate"":""0.6666666666666666"",""kda"":""4.923076923076923"",""cpherokey"":""Sivir"",""losenum"":""2""},""150"":{""heroname"":""涤魂圣枪"",""appearancetimes"":""5"",""winnum"":""4"",""heroid"":""150"",""winrate"":""0.8"",""kda"":""13.4"",""cpherokey"":""Senna"",""losenum"":""1""},""162"":{""heroname"":""祖安花火"",""appearancetimes"":""9"",""winnum"":""6"",""heroid"":""162"",""winrate"":""0.6666666666666666"",""kda"":""7.25"",""cpherokey"":""Zeri"",""losenum"":""3""},""41"":{""heroname"":""暴走萝莉"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""41"",""winrate"":""0.6666666666666666"",""kda"":""10.5"",""cpherokey"":""Jinx"",""losenum"":""1""},""151"":{""heroname"":""残月之肃"",""appearancetimes"":""10"",""winnum"":""5"",""heroid"":""151"",""winrate"":""0.5"",""kda"":""4.285714285714286"",""cpherokey"":""Aphelios"",""losenum"":""5""},""20"":{""heroname"":""荣耀行刑官"",""appearancetimes"":""6"",""winnum"":""4"",""heroid"":""20"",""winrate"":""0.6666666666666666"",""kda"":""6.0"",""cpherokey"":""Draven"",""losenum"":""2""},""42"":{""heroname"":""复仇之矛"",""appearancetimes"":""6"",""winnum"":""3"",""heroid"":""42"",""winrate"":""0.5"",""kda"":""5.133333333333334"",""cpherokey"":""Kalista"",""losenum"":""3""}}",,,290,,0.00,0.00,15,5,19,5.9,74.3%,36,22,23033.9,,,1.55777,5.63793,1140.76,7
7,1100,5356,TES,24423,JackeyLove,ADC,269,124,324,16781,846331,1387467,831970,0,0,827,599,1990,60326,3440523,4175197,5160886,0,0,56,0,111035,4.8,2.2,5.8,457,9.07,479,760,0,0,0.245989,16.1%,33.2%,11,"{""55"":{""heroname"":""圣枪游侠"",""appearancetimes"":""7"",""winnum"":""3"",""heroid"":""55"",""winrate"":""0.42857142857142855"",""kda"":""2.56"",""cpherokey"":""Lucian"",""losenum"":""4""},""24"":{""heroname"":""探险家"",""appearancetimes"":""7"",""winnum"":""6"",""heroid"":""24"",""winrate"":""0.8571428571428571"",""kda"":""6.181818181818182"",""cpherokey"":""Ezreal"",""losenum"":""1""},""104"":{""heroname"":""瘟疫之源"",""appearancetimes"":""1"",""winnum"":""0"",""heroid"":""104"",""winrate"":""0.0"",""kda"":""0.25"",""cpherokey"":""Twitch"",""losenum"":""1""},""90"":{""heroname"":""战争女神"",""appearancetimes"":""6"",""winnum"":""5"",""heroid"":""90"",""winrate"":""0.8333333333333334"",""kda"":""4.466666666666667"",""cpherokey"":""Sivir"",""losenum"":""1""},""50"":{""heroname"":""深渊巨口"",""appearancetimes"":""2"",""winnum"":""1"",""heroid"":""50"",""winrate"":""0.5"",""kda"":""2.2"",""cpherokey"":""KogMaw"",""losenum"":""1""},""150"":{""heroname"":""涤魂圣枪"",""appearancetimes"":""5"",""winnum"":""5"",""heroid"":""150"",""winrate"":""1.0"",""kda"":""8.125"",""cpherokey"":""Senna"",""losenum"":""0""},""162"":{""heroname"":""祖安花火"",""appearancetimes"":""14"",""winnum"":""9"",""heroid"":""162"",""winrate"":""0.6428571428571429"",""kda"":""6.75"",""cpherokey"":""Zeri"",""losenum"":""5""},""41"":{""heroname"":""暴走萝莉"",""appearancetimes"":""2"",""winnum"":""2"",""heroid"":""41"",""winrate"":""1.0"",""kda"":""14.0"",""cpherokey"":""Jinx"",""losenum"":""0""},""151"":{""heroname"":""残月之肃"",""appearancetimes"":""6"",""winnum"":""4"",""heroid"":""151"",""winrate"":""0.6666666666666666"",""kda"":""4.352941176470588"",""cpherokey"":""Aphelios"",""losenum"":""2""},""42"":{""heroname"":""复仇之矛"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""42"",""winrate"":""0.6666666666666666"",""kda"":""5.25"",""cpherokey"":""Kalista"",""losenum"":""1""},""20"":{""heroname"":""荣耀行刑官"",""appearancetimes"":""3"",""winnum"":""2"",""heroid"":""20"",""winrate"":""0.6666666666666666"",""kda"":""3.5555555555555554"",""cpherokey"":""Draven"",""losenum"":""1""}}",,,300,,0.00,0.00,14,9,15,4.8,71.7%,39,17,25226.7,,,1.63939,-3.26786,999.589,8
