排名,球员名,出手数
883,柯蒂斯-佩里,1904
884,唐-亚当斯,1682
885,拉里-斯蒂尔,2020
886,杰里-贝勒斯,1719
887,詹姆斯-约翰逊,1992
888,斯坦-马赛克,1375
889,史蒂夫-斯蒂帕诺维奇,2015
890,阿维达斯-萨博尼斯,2082
891,尼克-科里森,2212
892,莱韦斯-洛依德,2172
893,加里-格兰特,1864
894,唐-布斯,1829
895,扎伊德-阿卜杜勒-阿齐兹,1769
896,保罗-纽曼恩,1827
897,内特-麦克米兰,1833
898,安东尼-约翰逊,1709
899,多诺万-米切尔,1816
900,巴迪-希尔德,1822
901,汤姆-波尔温克勒,1863
902,迈克尔-奥洛沃坎迪,1788
903,弗莱德-福斯特,1701
904,马里克-罗斯,1792
905,肯特-贝兹莫尔,1693
906,本-波奎特,1975
907,格雷格-安德森,2011
908,罗波特-派克,1739
909,贾维尔-麦基,2350
910,伊托万-摩尔,1860
911,乔治-塞内斯基,1279
912,罗伊德-尼尔,1981
913,马特-盖革,2039
914,PJ-塔克,1726
915,德里克-史密斯,2031
916,莱戴尔-伊凯尔斯,1810
917,吉姆-金,1700
918,欧迪-斯皮尔斯,1488
919,马泰尔-韦伯斯特,1696
920,兰迪-布鲁尔,1898
921,罗波特-考文顿,1652
922,迈克-埃文斯,1835
923,J.J.希克森,2049
924,亚历克-伯克斯,1698
925,克拉克-凯洛格,2008
926,泰伦-卢,1765
927,韦斯利-约翰逊,1629
928,TJ-沃伦,2023
929,马克-布朗特,2020
930,肯尼思-法里德,2190
931,哈桑-怀特塞德,2328
932,奥塞拉-哈宁顿,2021
933,布兰登-海伍德,2110
934,乔治-约翰逊,1802
935,吉姆-布鲁尔,1785
936,Hot Rod Hundley,1382
937,帕特里克-帕特森,1780
938,达柳斯-迈尔斯,1874
939,乔治-金,1517
940,约迪-米克斯,1665
941,杰纳-班克斯,2134
942,塞巴斯蒂安-特尔菲尔,1542
943,阿尔文-威廉姆斯,1664
944,布克-约翰逊,1922
945,查克-诺贝尔,1362
946,马奎斯-丹尼尔斯,1772
947,霍华德-波特,1838
948,约翰-威廉姆斯,1769
949,兰斯-史蒂芬森,1738
950,帕特-莱利,1619
951,多雷尔-怀特,1657
952,Chuck Share,1562
953,卡尔-兰德里,2086
954,克里斯-威尔考克斯,2101
955,迈克-布拉茨,1578
956,斯里克-沃茨,1602
957,埃尔弗里德-佩顿,1750
958,吉姆-劳斯库托夫,1333
959,特雷-伯克,1577
960,Bones McKinney,1145
961,米切-库普恰克,2003
962,弗莱德-谢奥斯,1345
963,约翰-贾内利,1798
964,迈克尔-皮特鲁斯,1625
965,贾马尔-穆雷,1672
966,杰夫-哈斯顿,1836
967,大卫-温盖特,1690
968,安德鲁-朗,1780
969,欧米-卡斯比,1718
970,丹特-康宁汉姆,1772
971,马特-邦纳,1749
972,尼克-威瑟斯庞,1712
973,克林特-理查德森,1742
974,基斯-博甘斯,1482
975,罗恩-比哈根,1594
976,安东尼-帕克,1661
977,杰夫-卢兰德,2105
978,詹姆斯-塞拉斯,1810
979,达蒙-琼斯,1517
980,肖恩-卢克斯,1710
981,索尼-帕克,1862
982,达夫-罗比斯,1694
983,卢克-理查德-巴莫特,1683
984,约翰-塞利,1871
985,莱奥-吧巴恩豪斯特,1356
986,沃利-沃克,1720
987,乔治-约翰逊,1704
988,加里-哈里斯,1673
989,贾马尔-马格洛伊尔,1763
990,琼-巴里,1595
991,奥托-波特,1768
992,卡洛斯-德尔菲诺,1472
993,Em Bryant,1501
994,马特-古奥卡斯,1792
995,奥斯丁-克罗希尔,1491
996,弗朗西斯科-加西亚,1564
997,卢克-朗利,1685
998,乔恩-桑德沃德,1647
999,杰罗米-怀特海德,1810
1000,兰迪-惠特曼,1823
1001,史蒂文-亚当斯,2136
1002,鲍伯-格罗斯,1857
1003,哈基姆-瓦里克,1776
1004,斯特罗迈尔-斯威夫特,1713
1005,科里-约瑟夫,1599
1006,莱斯特-康纳,1639
1007,C.J.沃特森,1516
1008,凯利-奥利尼克,1726
1009,格伦-戴维斯,1614
1010,迈克-格伦,1958
1011,John Logan,1125
1012,吉姆-巴恩斯,1548
1013,格雷格-史密斯,1737
1014,罗德尼-胡德,1536
1015,艾德-萨多夫斯基,1276
1016,约翰-巴恩希尔,1490
1017,加里-特伦特,1792
1018,佩维斯-埃里森,1826
1019,艾德-平克尼,1915
1020,德隆蒂-韦斯特,1601
1021,克里斯塔普斯-波尔津吉斯,1545
1022,莫里斯-斯托克斯,1251
1023,威布尔-霍兰德,1608
1024,约翰-曼肯,966
1025,鲍比-西蒙斯,1551
1026,伯鲁斯-斯马维利,1229
1027,帕特-加里蒂,1479
1028,福特斯-沃克,1538
1029,博-奥特洛,2005
1030,安德森-瓦莱乔,1804
1031,杰里-希汀,1789
1032,Dike Eddleman,1241
1033,汤姆-伯尔森,1568
1034,普奥珀耶-琼斯,1574
1035,鲍伯-汉森,1642
1036,布拉德-罗浩斯,1542
1037,毕森-德勒,1847
1038,吉姆-麦克艾尔罗伊,1636
1039,安东尼-托利弗,1451
1040,内纳德-科斯蒂奇,1724
1041,查基-布朗,1712
1042,托尼-马森博格,1638
1043,马克-布莱恩特,1739
1044,特伦顿-哈塞尔,1549
1045,马库斯-斯玛特,1296
1046,米切尔-威金斯,1596
1047,贾巴里-帕克,1699
1048,科勒姆恩-约翰逊,1699
1049,乔丹-法玛尔,1460
1050,安德鲁-拜纳姆,1917
1051,迈克尔-布鲁克斯,1673
1052,克里斯-杜洪,1353
1053,比尔-卡尔霍恩,1171
1054,查理-沃德,1400
1055,迈克尔-卡特-威廉姆斯,1381
1056,维塔利-波塔潘科,1639
1057,斯格特-威廉姆斯,1589
1058,埃里克-斯特里克兰,1333
1059,杰里-雷诺兹,1420
1060,胡安-迪克森,1400
1061,Dick Garrett,1436
1062,乔尔-恩比德,1622
1063,奥蒂斯-史密斯,1540
1064,克米特-华盛顿,1778
1065,克里斯-杜德里,1391
1066,科特-兰比斯,1802
1067,德拉赞-皮特洛维奇,1705
1068,里克-罗伯森,1483
1069,贾尔维斯-海耶斯,1397
1070,德文-乔治,1318
1071,杰森-史密斯,1572
1072,Paul Hoffman,1139
1073,阿隆-詹姆斯,1609
1074,艾利克斯-汉纳姆,1182
1075,迈尔斯-特纳,1627
1076,里克·阿德尔曼,1381
1077,杰夫-特纳,1543
1078,格雷维斯-瓦斯奎兹,1378
1079,布莱恩-泰勒,1606
1080,吉姆-戴维斯,1518
1081,本-麦克莱默,1384
1082,科斯塔-库佛斯,1750
1083,杰夫-威尔金斯,1501
1084,约什-理查德森,1393
1085,卡洛斯-阿罗约,1431
1086,厄尔-克雷顿,1545
1087,帕特里克-贝弗利,1349
1088,埃迪-乔丹,1349
1089,托比-金宝尔,1383
1090,理查德-华盛顿,1472
1091,Kleggie Hermsen,962
1092,莫里斯-埃文斯,1429
1093,戈登-吉里塞克,1424
1094,马尔文-韦伯斯特,1575
1095,肯德里克-帕金斯,1705
1096,斯宾瑟-丁维迪,1319
1097,莫里斯-哈克利斯,1534
1098,约纳斯-杰雷布科,1465
1099,文斯·博里拉,1187
1100,克里斯-柴尔斯,1288
1101,德尼斯-霍普森,1375
1102,阿隆-威廉姆斯,1572
1103,乔治-特拉普,1417
1104,布兰顿-英格拉姆,1465
1105,米切尔-威廉姆斯,1470
1106,罗尼-布鲁尔,1554
1107,加内特-坦普尔,1277
1108,Sonny Hertzberg,946
1109,李-沙夫,1328
1110,达米恩-威尔金斯,1344
1111,比利-麦吉尼,1554
1112,鲁迪-戈波特,2010
1113,Bill Gabor,1080
1114,简奈罗-帕戈,1228
1115,凯文-莱斯塔尼,1522
1116,乔丹-克劳福德,1286
1117,伊曼-香珀特,1224
1118,查理-泰拉,1213
1119,罗恩-李,1296
1120,杰拉米-格兰特,1443
1121,兰斯顿-加洛韦,1232
1122,凯利-奥伯尔,1342
1123,乔-英格尔斯,1387
1124,克里斯-惠特尼,1227
1125,达雷尔-亚瑟,1381
1126,萨鲁纳斯-马修利奥尼斯,1571
1127,达里克-马丁,1186
1128,斯科特-梅,1432
1129,贾森-威廉姆斯,1360
1130,夸梅-布朗,1518
1131,戈尔吉-吉昂,1545
1132,托比-奈特,1602
1133,尼古拉-米罗蒂奇,1303
1134,迈克尔-吉尔克里斯特,1459
1135,乔恩-考恩凯克,1444
1136,德里克-威廉姆斯,1329
1137,维斯-马休斯,1463
1138,艾德-戴维斯,1735
1139,兰迪-布朗,1275
1140,达夫-皮昂特克,1194
1141,厄尔尼-格雷格里奥,1268
1142,朱梅因-琼斯,1294
1143,迪诺-拉迪亚,1516
1144,大卫-班诺特,1335
1145,查理-克里斯,1315
1146,安东尼-卡特,1230
1147,贾斯汀-霍勒迪,1208
1148,艾尔-索顿,1368
1149,杰奎-沃恩,1300
1150,杰森-卡波诺,1336
1151,加里-尼尔,1275
1152,罗伊-塔普雷,1457
1153,埃尔文-穆勒,1292
1154,伊曼纽尔-穆迪埃,1207
1155,德尼斯-沃特雷,1382
1156,比尔-温宁顿,1379
1157,迈克-盖尔,1425
1158,史蒂夫-库佩斯基,1254
1159,特雷沃-布克,1548
1160,詹姆斯-琼斯,1205
1161,怀特伊-斯库克,1164
1162,里克-罗比,1498
1163,梅森-普拉姆利,1716
1164,杰森-塔特姆,1362
1165,达里奥-萨里奇,1305
1166,唐-梅,1351
1167,科特-尼姆费斯,1451
1168,约翰-布朗,1348
1169,鲍伯·菲里克,1077
1170,迈克·法玛尔,1165
1171,加里-格雷戈尔,1277
1172,杜恩-费雷尔,1420
1173,杰夫-福斯特,1472
1174,Mike O'Koren,1449
1175,肯尼-加蒂松,1536
1176,埃利奧特-佩里,1353
1177,马科-雅里奇,1190
1178,维尔-佩尔多,1517
1179,汤姆-哈蒙德,1410
1180,雷杰-金,1512
1181,尤素夫-努尔基奇,1443
1182,罗杰-梅森,1196
1183,德文-布朗,1174
1184,特里-罗齐尔,1152
1185,迈克-斯科特,1339
1186,杰夫-格雷尔,1336
1187,利纳斯-克雷扎,1268
1188,马特-布拉德,1215
1189,达柳斯-桑盖拉,1449
1190,唐-麦克伦,1320
1191,Isaac Austin,1295
1192,Chick Halbert,910
1193,维恩-海托,1039
1194,蒂姆-麦考密克,1547
1195,史蒂夫-柯尔特,1295
1196,查理-贝尔,1192
1197,阿伦-克拉布,1226
1198,斯坦-麦肯茨,1281
1199,吉姆-巴赫托尔德,1117
1200,奥利弗-米勒,1536
1201,Art Williams,1175
1202,布兰登-拉什,1220
1203,香农-布朗,1198
1204,艾利克斯-伦,1408
1205,杰罗姆-威廉姆斯,1425
1206,鲍比-波蒂斯,1295
1207,迈克尔-多里亚克,1246
1208,拉里-克里斯科维亚克,1294
1209,唐-福特,1313
1210,迈克尔-迪克森,1219
1211,杰森-马克希尔,1398
1212,吉姆-皮特森,1371
1213,Freddie Boyd,1165
1214,阿尔蒙德-希尔,1150
1215,迈克-邓利维,1311
1216,里昂-道格拉斯,1386
1217,杰伦-布朗,1311
1218,沃尔特-迈卡蒂,1092
1219,克林特-卡佩拉,1766
1220,杜德利-布拉德利,1222
1221,蔡斯-巴丁格,1188
1222,阿多纳尔-福耶尔,1318
1223,斯莱-威廉姆斯,1322
1224,安迪-约翰逊,1083
1225,Chico Vaughn,1144
1226,格雷格-奥斯特塔格,1339
1227,萨沙-武贾西奇,1075
1228,埃尔文-约翰逊,1393
1229,托尼-斯内尔,1178
1230,斯彼迪-克莱斯克顿,1126
1231,谢尔文-马克,1165
1232,查克-库珀,933
1233,唐-巴克斯代尔,1016
1234,邓台-琼斯,1203
1235,斯科特·布鲁克斯,1233
1236,乔丹-希尔,1357
1237,克里斯-米姆,1253
1238,贾莱德-杰弗里斯,1163
1239,布奇·卡特,1290
1240,凯尔-库兹马,1218
1241,约翰-麦卡锡,958
1242,蒂姆-佩里,1313
1243,托尼-道格拉斯,1093
1244,约翰-舒马特,1393
1245,多曼塔斯-萨博尼斯,1403
1246,乔治-拉特科维茨,999
1247,克里夫-米利,1121
1248,贾里德-萨林格,1172
1249,蒙特雷斯-哈雷尔,1648
1250,马克-杰克逊,1194
1251,保罗-沃尔瑟,968
1252,Dwight Davis,1130
1253,道格-迈克德莫特,1241
1254,詹姆斯-罗宾逊,1050
1255,约翰-汉森,1438
1256,阿瑞尔-马汉,744
1257,贾森-卡菲,1276
1258,亚历山大-帕夫洛维奇,1070
1259,弗雷德-琼斯,1090
1260,帕斯卡尔-西亚卡姆,1334
1261,丹尼尔-吉布森,1065
1262,泰勒-约翰逊,1136
1263,科迪-泽勒,1354
1264,威利-考利-斯坦恩,1421
1265,厄尔尼-卡尔费里,767
1266,特里-德埃,1082
1267,康奈尔-沃纳,1190
1268,安东尼-鲍威,1247
1269,达夫-梅耶斯,1208
1270,里德-霍兹曼,830
1271,弗兰克-卡明斯基,1107
1272,泰鲁斯-托马斯,1147
1273,考奇-卡尔霍恩,1200
1274,比尔-威洛比,1224
1275,达科-米利西奇,1196
1276,陶林-普林斯,1069
1277,德阿龙-福克斯,1162
1278,萨姆-文森特,1163
1279,考比-迪特里克,1210
1280,罗杰-菲格利,1216
1281,鲍伯-布兰努姆,887
1282,本-西蒙斯,1445
1283,约什-柴尔德里斯,1343
1284,威利-伯顿,1090
1285,乔-哈里斯,1214
1286,拉里-怀特,1190
1287,肯尼-沃克,1240
1288,艾德-拉特莱弗,1160
1289,唐-科林斯,1235
1290,马尔科姆-布罗格登,1201
1291,特里-戴维斯,1202
1292,尼科拉-佩科维奇,1314
1293,马库斯-费泽尔,1103
1294,丹尼-福特森,1196
1295,文森特-艾斯丘,1215
1296,威尔-拜纳姆,1117
1297,乔-沃尔夫,1068
1298,杰克-莫兰,1042
1299,Melvin Turpin,1297
1300,克里斯-安德森,1336
1301,李-温菲尔德,1191
1302,汉克-芬克尔,1125
1303,埃东多-纳胡拉,1204
1304,特雷-杨,1071
1305,加里-菲利普斯,926
1306,约翰-华莱士,1152
1307,马特-卡罗尔,1030
1308,威利-诺伍德,1218
1309,艾德-迈肯,799
1310,格雷格-巴克纳,1120
1311,德里克-斯特朗,1067
1312,胡布-里德,1081
1313,迈克·布朗,1126
1314,诺里斯-科尔,1005
1315,Bud Stallworth,1021
1316,菲尔顿-斯宾塞,1194
1317,迪克-施尼特凯,928
1318,哈罗德-普莱斯利,1075
1319,肯-查尔斯,1083
1320,卢克-沃顿,1050
1321,迈克尔-库里,1094
1322,雷-兰普,895
1323,保罗-莫科斯基,1099
1324,阿尔文-斯科特,1171
1325,埃尔斯通-特纳,1049
1326,托格奥-帕拉齐,937
1327,卢瑟-海德,1025
1328,厄尔尼-贝克,929
1329,布莱恩-斯金纳,1194
1330,厄尔-塔图姆,1109
1331,安德里斯-比德林斯,1432
1332,巴尼-卡鲍,1012
1333,艾德-弗莱明,862
1334,道格-史密斯,1020
1335,艾尔-法拉利,878
1336,埃德加-琼斯,1207
1337,格雷格-福斯特,1047
1338,雷吉-埃文斯,1107
1339,E.C.-科尔曼,1104
1340,蒙蒂-威廉姆斯,1143
1341,德胡安-布莱尔,1242
1342,俾斯麦-比永博,1232
1343,李-耐龙,1121
1344,皮特-奇尔卡特,1044
1345,达勒-施鲁埃特,1176
1346,马里克-阿伦,1039
1347,托尼-史密斯,1017
1348,达夫-瓦欧,1015
1349,基翁-克拉克,1179
1350,杰夫-库克,1085
1351,鲁米尔-罗宾逊,1014
1352,Billy Kenville,848
1353,阿特-哈里斯,923
1354,斯科特-伯勒尔,972
1355,凯文-塞拉芬,1134
1356,阿隆佐-基,1001
1357,杰迈克尔-格林,1085
1358,米基-摩尔,1269
1359,季莫费-莫兹戈夫,1230
1360,卢卡-东契奇,1018
1361,科林-塞克斯顿,1032
1362,布鲁斯-希欧斯,996
1363,李-梅贝利,950
1364,米尔扎-泰利托维奇,927
1365,迪克-里凯茨,749
1366,泰勒-泽勒,1160
1367,博格丹-博格达诺维奇,982
1368,特里-弗尔诺,1044
1369,特伊隆-内斯比,918
1370,布拉德-塞勒斯,1026
1371,埃迪-格里芬,854
1372,特雷-莱尔斯,980
1373,乔治-威尔森,841
1374,谢里尔-麦克米伦,981
1375,伊安-马辛米,1201
1376,格雷格-凯尔瑟,1097
1377,丹尼-杨,984
1378,莱恩-埃尔莫尔,929
1379,劳里-马尔卡宁,967
1380,鲍伯-霍伯雷葛斯,906
1381,杰纳-康利,833
1382,斯塔塞-金,1071
1383,阿隆-贝恩斯,1109
1384,杰森-科林斯,918
1385,亚当-基费,1120
1386,弗莱德-霍伊博格,959
1387,沃尔特-贝里,1201
1388,诺布勒-乔简森,801
1389,乔治-诺斯特兰德,678
1390,迪恩-葛洛弗,914
1391,朱德-布伊奇勒,961
1392,马修-德拉维多瓦,863
1393,凯文-卡托,1123
1394,贾仑-杰克逊,865
1395,鲍伯-道尔,633
1396,克雷格-史密斯,1221
1397,卡里斯-勒夫特,950
1398,安德鲁-德克勒克,1118
1399,乔治-穆雷桑,1265
1400,理查德-安德森,909
1401,艾尔-塔克,996
1402,莱昂纳多-格雷,1030
1403,卡里姆-拉什,876
1404,朗戴-霍利斯-杰弗森,979
1405,诺伦斯-诺尔,1183
1406,马克-亚拉里克,1037
1407,卡尔-埃雷拉,1039
1408,汤米-贝尔纳斯,653
1409,迪克-梅恩,832
1410,T.J. 麦康诺,1071
1411,Pep Saul,781
1412,鲍伯-霍普金斯,854
1413,内曼加-别利卡,1003
1414,泰勒-汉斯布鲁 ,947
1415,Monk Meineke,790
1416,威利-琼斯,846
1417,Charles Davis,970
1418,拉沙德-迈坎茨,923
1419,迈尔-里艾比,650
1420,鲍伯-拉沃伊,821
1421,艾利克斯-戈洛加,1013
1422,道格-欧沃顿,880
1423,丹尼-沃尼斯,1056
1424,斯马什-帕克,908
1425,比利-汤普森,1074
1426,达内尔-希尔曼,992
1427,马克-兰斯伯格,1024
1428,哈维-凯奇,926
1429,维克多-亚历山大,1101
1430,佩德拉格-德罗比亚克,903
1431,斯坦利-罗伯茨,1059
1432,简-范布雷德-考尔夫,932
1433,拉素尔-巴特勒,930
1434,Ralph Johnson,692
1435,乔汉-佩特洛,976
1436,迪恩-梅明格,1004
1437,雷杰-约翰逊,1065
1438,查克-海耶斯,1047
1439,丹-加祖里奇,1049
1440,布兰登-怀特,1271
1441,达夫-巴德,962
1442,鲍伯-哈里斯,804
1443,凯尔-奥奎因,1078
1444,阿兰-安德森,843
1445,布莱恩-库克,915
1446,格伦-贡德赖齐克,979
1447,凯文-奥利,845
1448,米尔特-佩拉西奥,863
1449,汤姆-博斯威尔,1096
1450,戴奎恩-库克,758
1451,贾斯蒂斯-温斯洛,856
1452,拉菲尔-爱迪生,920
1453,拉尔斐-贝尔德,749
1454,科里-布朗特,959
1455,唐纳德-洛耶尔,964
1456,普里莫兹-布雷泽克,1012
1457,穆奇-诺里斯,816
1458,比尔-休伊特,891
1459,里切尔-里根,699
1460,杜恩-考斯威尔,1029
1461,萨马基-沃克,936
1462,乔恩-洛伊尔,979
1463,诺曼-鲍威尔,926
1464,卢-希区,759
1465,安东尼-埃文特,814
1466,马里奥-赫佐尼亚,843
1467,凯尔-辛格勒,843
1468,约翰-特拉普,846
1469,易建联,813
1470,比尔-托斯赫夫,634
1471,约翰-诺兰德,659
1472,Walt Budko,684
1473,约翰-哈默,875
1474,斯坦利-约翰逊,743
1475,沙巴兹-内皮尔,790
1476,沙巴兹-穆罕默德,940
1477,拉里-南斯 Jr.,1066
1478,约翰-科林斯,1132
1479,罗尼-普莱斯,738
1480,Mike Davis_,840
1481,约什-麦克罗伯茨,914
1482,托尼-布朗,860
1483,梅耶斯-伦纳德,952
1484,布林-福布斯,848
1485,泰伦斯-琼斯,985
1486,尼克-施陶斯卡斯,765
1487,拉里-麦克内尔,915
1488,马克-伊瓦罗尼,899
1489,弗雷德-范弗里特,804
1490,乔治-李,740
1491,杰里-弗雷什曼,541
1492,阿特-斯波尔斯特拉,763
1493,兰迪-怀特,783
1494,莱奥-默古斯,646
1495,厄尔尼-范德维奇,818
1496,马蒂-康伦,967
1497,德维恩-戴德蒙,1000
1498,阿尔尼-约翰逊,808
1499,蒂亚戈-斯普里特,1073
1500,塞斯-库里,919
1501,约什-杰克逊,804
1502,Chick Reiser,618
1503,安格洛-穆西,558
1504,马特-马龙尼,783
1505,罗伊-怀特,971
1506,布伦特-普莱斯,818
1507,比尔-克洛斯,605
1508,Bud Palmer,624
1509,杰克-凯利斯,691
1510,雷杰-哈丁,785
1511,温-维尔冯,684
1512,贾希尔-奥卡福,1016
1513,拉尔斐-辛普森,764
1514,特洛伊-丹尼尔斯,757
1515,Billy Ray Bates,893
1516,小丹尼斯-史密斯,754
1517,德怀特-鲍威尔,1062
1518,安东尼-邦纳,881
1519,汤姆-拉格拉德,870
1520,马库斯-利伯蒂,783
1521,罗伊尔-尼尔森,819
1522,德马尔-约翰逊,770
1523,弗莱迪-克劳福德,832
1524,杰里-钱伯斯,822
1525,弗兰克-库德尔卡,614
1526,鲁迪-费尔南德斯,740
1527,唐-奥顿,660
1528,切洛基-帕克斯,868
1529,凯文-斯塔康姆,769
1530,波斯简-纳赫巴,744
1531,豪威尔-达尔玛,519
1532,布莱恩-罗伯茨,753
1533,克里斯-邓恩,771
1534,所罗门-希尔,723
1535,昆顿-罗斯,764
1536,埃里克-蒙特罗斯,891
1537,德里克-迪基,854
1538,狄龙-布鲁克斯,761
1539,唐-Carlson,599
1540,拉玛尔-格林,778
1541,迈克-格林,832
1542,马克-麦考恩,694
1543,Mike Holton,796
1544,埃尼斯-威特利,845
1545,塞德里克-亨德森,783
1546,吉姆-斯帕纳克,844
1547,欧米尔-阿西克,947
1548,霍利斯-汤普森,742
1549,阿德里安-格里芬,785
1550,克哈里德-李维斯,744
1551,海伍德-沃克曼,748
1552,Med Park,675
1553,萨姆-马克,713
1554,雷吉-巴洛克,766
1555,乔伊-格拉汉姆,857
1556,乔纳森-西蒙斯,786
1557,罗波特-特雷勒,841
1558,兰斯-托马斯,740
1559,布雷迪-沃克,673
1560,迈克尔-史密斯,950
1561,拉沃伊-阿伦,828
1562,John Warren,754
1563,伊拉-纽贝尔,782
1564,克里斯-凯尔,730
1565,凯兰纳-阿祖布克,802
1566,斯科特-波拉德,858
1567,吉姆-塞米诺夫,535
1568,杰纳-万斯,546
1569,伊唐-托马斯,890
1570,达伦-达耶,849
1571,乔-斯特拉瓦德,737
1572,塔里克-阿卜杜-瓦哈德,720
1573,史蒂夫-诺瓦克,751
1574,马库斯-班克斯,741
1575,Mo Layton,765
1576,沙隆-怀特,777
1577,蒂姆-莱格勒,762
1578,梅尔文-依莱,783
1579,约翰-兰伯特,725
1580,Joe Hassett,712
1581,基斯-阿斯金斯,677
1582,沙蒙德-威廉姆斯,676
1583,艾迪-罗宾逊,852
1584,迪克-吉布斯,675
1585,马基斯-克里斯,763
1586,史蒂夫-帕特森,672
1587,戴维斯-贝尔坦斯,733
1588,格雷格-迈纳,794
1589,以赛亚-坎南,616
1590,卡洛斯-罗杰斯,888
1591,斯科特-帕吉特,679
1592,保罗-格里芬,837
1593,唐-博文,561
1594,詹姆斯-恩尼斯,749
1595,沃尔特-戴维斯,623
1596,赛尔吉奥-罗德里格斯,676
1597,安东尼-罗伯茨,679
1598,谢伊-吉尔杰斯-亚历山大,783
1599,朗佐-鲍尔,647
1600,汤姆-托尔波特,757
1601,约翰-阿米奇,663
1602,约吉-费雷尔,691
1603,富兰克林-爱德华兹,738
1604,加里-布罗考,731
1605,赛迪-奥斯曼,716
1606,伊恩-克拉克,718
1607,马努特-波尔,665
1608,格雷格-凯特,716
1609,布莱恩-卡迪纳尔,664
1610,乔尔-普尔兹比拉,896
1611,肯-穆雷,541
1612,达夫-塔沃德兹克,891
1613,米切尔-巴特勒,707
1614,托马斯-萨托兰斯基,756
1615,肖恩-威廉姆斯,650
1616,罗尼-图里亚夫,856
1617,劳伦斯-方德伯克,812
1618,罗德尼-卡尼,675
1619,托德-里赫迪,733
1620,卢克-巴比特,650
1621,艾尔-斯金纳,696
1622,凯尔-安德森,781
1623,罗恩-莱利,665
1624,乔治-卡夫腾,586
1625,杰拉德-格拉斯,686
1626,托尼-加洛斯,481
1627,斯坦-斯图茨,402
1628,查克-吉尔摩,511
1629,德隆-莱特,707
1630,皮特-梅耶斯,660
1631,贾马里奥-穆恩,723
1632,Mike Todorovich,484
1633,唐-普特曼,410
1634,理查恩-福尔摩斯,911
1635,达夫-索恩森,690
1636,多纳塔斯-莫泰尤纳斯,731
1637,罗伦佐-洛马尔,720
1638,康特尼-亚历山大,655
1639,埃德里斯-阿德巴约,862
1640,马克-穆斯卡拉,712
1641,Bud Olsen,653
1642,泰尔斯-琼斯,663
1643,奈格勒-奈特,671
1644,唐尼·布彻,610
1645,查理-布莱克,435
1646,维尔-琼斯,664
1647,Corky Devlin,560
1648,罗耶尔-埃维,622
1649,罗德尼-布福德,630
1650,里昂-伍德,598
1651,马里克-比斯利,682
1652,斯科特-洛依德,647
1653,丹-迪考,608
1654,吉姆-帕尔默,627
1655,安德鲁-尼克尔森 ,708
1656,弗朗西斯科-埃尔森,725
1657,布莱恩-斯卡拉布莱恩,590
1658,Charles Jones__,725
1659,科里-亚历山大,587
1660,迪克-舒尔兹,391
1661,哈罗德-迈纳,692
1662,迪恩-加勒特,722
1663,拉里-斯图尔特,765
1664,盖斯-杰勒德,655
1665,迈克-索杰纳,721
1666,杰隆-科林斯,682
1667,安托万-怀特,617
1668,马利克-蒙克,592
1669,安东尼-兰多夫,677
1670,沃恩-加德纳,514
1671,罗恩-索比,564
1672,鲍比-刘易斯,564
1673,比尔-特纳,603
1674,埃尔德里奇-雷卡斯那,629
1675,贾森-哈特,614
1676,Pearl Washington,666
1677,汤姆-亚伯内替,724
1678,卡尔-克里斯滕森,486
1679,艾米-乌度卡,614
1680,蒂姆-巴塞特,570
1681,Wah Wah Jones,521
1682,泰利斯-弗兰克,639
1683,罗德尼-怀特,617
1684,本-沃利,600
1685,乔治-邓普斯,591
1686,伊尔夫-托果夫,357
1687,Blackie Towery,425
1688,约翰-克罗蒂,625
1689,罗尼-莱斯特,679
1690,豪威尔-香农,514
1691,兰德里-菲尔兹,684
1692,A.J.-普莱斯,549
1693,斯坦-乐福,636
1694,查尔斯-沙克勒福德,698
1695,马尔文-巴恩斯,638
1696,贾希迪-怀特,736
1697,丹特-格林,585
1698,多里安-芬尼-史密斯,612
1699,特尤斯-艾德尼,583
1700,罗德-福斯特,631
1701,阿尔奇-蒂斯,575
1702,鲁斯-舍尼,621
1703,艾德-曼宁,603
1704,安东尼-戈尔德怀尔,580
1705,拉鲁-马丁,591
1706,艾德-卡拉法特,490
1707,A.J.-英格利什,617
1708,Louie Dampier,692
1709,杰里安-格兰特,583
1710,奥斯丁-达耶,567
1711,沃恩-哈顿,485
1712,迪拉德-克罗克,444
1713,埃里克-莱克纳,713
1714,拉里-桑德斯,669
1715,多利斯-穆雷,593
1716,格伦-罗宾逊三世,640
1717,克里斯-克劳福德,609
1718,托尼-罗滕,575
1719,诺阿-冯莱,638
1720,马杰伊-琼斯,678
1721,埃迪-米勒,517
1722,杰克-沃斯库尔,673
1723,迈尔斯-普拉姆利,748
1724,查尔斯-杜德里,686
1725,乔尼-弗林,551
1726,鲍伯-詹汉,662
1727,贾莱特-阿伦,836
1728,温福特-博伊恩斯,598
1729,罗伊德-丹尼尔斯,553
1730,马尚-布鲁克斯,613
1731,路易斯-阿蒙德森,648
1732,拜伦-穆伦斯,557
1733,史蒂夫-哈里斯,592
1734,托马斯-罗宾逊,640
1735,沃恩提格-卡明斯,521
1736,沃利-奥斯特科恩,453
1737,比尔-麦克吉尔,658
1738,昆西-庞德塞特,571
1739,约翰-布里斯科尔,590
1740,乔-霍拉普,460
1741,杰罗姆-詹姆斯,650
