用户,转发数,评论数,点赞数,评论
i手游叔,0,0,1,【英雄联盟手游职业联赛 #WRL2#常规赛第一阶段W3D3】#FPX对阵JDG# 中路团战：JDG螳螂抓住时机拿下三连破，JDG 团战打出2换5。#浪游创作营# i手游叔的微博视频 
LOLM电竞糕校生,0,1,0,#FPX对阵JDG# 【FPX 1-2 JDG】恭喜JDG完成翻盘，再下一城拿到赛点！#WRL2# 英雄联盟手游赛事 LOLM电竞糕校生的微博视频 
i手游叔,0,0,1,【第二届英雄联盟手游职业联赛#WRL2# 常规赛第一阶段W3D3】 小龙团战：牛头关键控制完美开团，JDG 螳螂抢到小龙，团战打出1换4。#FPX对阵JDG##浪游创作营# i手游叔的微博视频 
王东来又回来了,0,0,0,#FPX对阵JDG##WRL2#第 2 局 JDG 扛住压力，将比分追到了 1:1 平。第 2 局 JDG 明显更换了思路，并没有采用原来相对接近的打法，而是改用了稳扎稳健的操作风格，在资源控制上也更加小心，几乎控下了所有资源，在这样的情形之下， JDG 拿下本场比赛也非常正常了。有感于上一轮 FPX 抓人和游走的强大 ...全文
ZN_幽魂,0,1,2,FPX还是中野辅前中期节奏团战JDG老三样杰斯莫甘娜螳螂FPX和JDG阵容六四开#WRL2# #FPX对阵JDG# 欢迎大家加群吹水英雄联盟手游吹水群 
王东来又回来了,0,0,0,#FPX对阵JDG##WRL2#第一局 FPX 不负众望，所以先拿下第一局比赛。这一局其实 FPX 做的最好的还是控制资源，基本上所有的资源都掌握在 FPX 手里，没有给 JDG 任何机会，在这样的情形之下，其实是非常考验打野技巧的。而这一局的打野，赵信对于机会的把握做得很好，不仅控下了所有资源，而且给 JDG  ...全文
王沫沫Cute,0,0,1,【FPXvsJDG】第三场    BP#WRL2# #FPX对阵JDG# #竞燃有我# 
游戏主播酱,0,0,0,LOL手游联赛WRL 2 ：双方第三局BP：#WRL2# #FPX对阵JDG# 
英雄联盟小灰,0,0,0,LOL手游联赛WRL 8 ：FPX对阵JDG，第三局BP：#WRL2# #FPX对阵JDG# 
电竞安利姬,0,0,0,LOL手游联赛WRL 2 ：常规赛第一阶段比赛 ：FPX 1-1 JDG，双方第三局BP：#WRL2# #FPX对阵JDG# 
电竞游戏日常,0,0,0,LOL手游联赛WRL 2 ：FPX 1-1 JDG，第三局BP：#WRL2# #FPX对阵JDG# 
王东来又回来了,0,0,0,#FPX对阵JDG##WRL2#从这两天的比赛表现上也可以看得出来，JDG 最近打的是真的不错，所以在目前的情形来看，JDG 是很有可能拿下本场比赛的胜利的。所以我很期待这次 JDG 的表现，希望他们能够赢下本次比赛。 
妄得月198403,0,0,0,JDG英雄联盟手游feibai酱cpdd 
解说十八,0,0,1,第二届#英雄联盟手游#职业联赛 【常规赛第一阶段W3D3】JDG以领先1.3万的经济优势推掉FPX水晶，拿下本场比赛胜利！#WRL2##FPX对阵JDG# 
FPX英雄联盟手游分部,1,2,2,【#WRL2#常规赛第一阶段】本局胜 FPX 1-1 JDG（BO5）比赛第3分钟，我方入侵野区失败被打出0换24分钟，对方峡谷先锋10分钟，我方抢到水龙，但对方打出0换313分钟，我方在野区极限拉扯，打出3换3完成止损17分钟，对方趁我方不备击杀大龙后一波结束比赛，本局遗憾告负#FPX对阵JDG# ...全文
i手游叔,4,12,172,#陈卓璇WRL舞台首秀#【特邀歌手@陈卓璇 为JDG、FPX两支战队加油助威！】她将在#WRL2#全新演绎《破晓来时》，今晚19:00，让我们一同期待！#英雄联盟手游# i手游叔的微博视频 
又又又又又改名字啦,0,0,1,JDG英雄联盟手游11.4赛季记录贴JDG vs FPX 第一局JDG 1:1 FPX 喵哥 
游戏主播酱,0,0,0,LOL手游联赛WRL 2 ：常规赛第一阶段比赛 ：FPX 1-1 JDG，恭喜JDG在先输一局的情况下扳平比分！#WRL2# #FPX对阵JDG# 
游戏圈神吐槽,0,0,0,英雄联盟手游赛事常规赛第一阶段比赛 ：FPX 1-1 JDG，恭喜JDG扳回一城，双方回到同一起跑线！#WRL2# #FPX对阵JDG# 
电竞台,100,89,841,【前V5教练爆料：Viper春季赛就想回LCK了，多多倾向留队】今日前V5教练在微博爆料了关于选手转会期的消息，他表示现在很多韩国选手想要回LCK争取打亚运会的机会，其中就包括EDG的核心Viper和JDG核心Kanavi。Viper从今年春季赛就想回LCK了，能签的队伍有KT NS DK LSB，EDG会尽全力留下他，选 ...全文
凯尔达文,0,11,36,英雄联盟手游 【TT.Z.永恩单杀JDG.Lemon】自从永恩和格温两个英雄入场，ban位实在不够用了！#wrl2##超话创作官##竞燃有我# 凯尔达文的微博视频 
王沫沫Cute,0,0,1,【FPXvsJDG】第二场    BP#WRL2# #FPX对阵JDG# #竞燃有我# 
吃麻辣烫得用盆,50,50,50,#FPX对阵JDG#今晚真是充实的一晚上，看了那么多活动 
悲伤小狗在线淋雨,50,50,50,#FPX对阵JDG#比赛已经进入白热化了期待后面的表现 
英雄联盟手游辰熙,1,11,10,#英雄联盟手游#【职业联赛常规赛第一阶段W3D3】第一局决胜团，FPX势不可挡打出1换5，带着中路兵线推掉JDG水晶，以1：0率先拿下本局比赛胜利。#WRL2##FPX对阵JDG# 英雄联盟手游辰熙的微博视频 
王者不能没有我,0,0,2,#英雄联盟# FAKER重回巅峰，jdg不敌t1无缘决赛  #jdg# 王者不能没有我的微博视频 
虎扑电竞,1,14,71,【S12淘汰赛战队和英雄数据：T1大龙控制率百分百】@英雄联盟赛事数据 发布淘汰赛战队和英雄数据：最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈 ...全文
没人不爱吃甜西瓜,50,50,50,#FPX对阵JDG#这局结局那家会赢呢拭目以待 
i手游叔,0,0,1,【英雄联盟手游职业联赛 #WRL2#常规赛第一阶段W3D3】 大龙团战：吉格斯输出拉满拿到二连破，FPX 团战打出1换5。#超话创作官##FPX对阵JDG# i手游叔的微博视频 
王者不能没有我,0,0,0,#英雄联盟# 虽然JDG输了，但是他们给 #s12全球总决赛# 王者不能没有我的微博视频 
王者不能没有我,0,0,0,#英雄联盟# 虽然JDG输了，但是他们给 #s12全球总决赛# 王者不能没有我的微博视频 
无言游戏,0,0,0,今日第二场，第一局赛果FPX 1:0 JDG#WRL2##FPX对阵JDG# 
小唐快醒醒,0,0,7,JDG 终于到啦～太可爱了 
电竞赛事猪,0,0,0,英雄联盟手游赛事#WRL2#第二届英雄联盟手游职业联赛 常规赛第一阶段W3D3 #FPX对阵JDG#赛前垃圾话JDG:之前输的会在这次都赢回来。FPX:希望你们这次比上次撑的更久一点。 电竞赛事猪的微博视频 
i手游叔,0,0,1,【英雄联盟手游职业联赛#WRL2# 常规赛第一阶段W3D3】 #FPX对阵JDG#大乱斗选边JDG 获胜，获得优先选边权，JDG选择蓝色方。#英雄联盟手游# 
祁清和v·,1,101,119,#为LPL出征S12助威##酷睿i9，为超神而生#从S2到S12，LPL征战十年，经历过挣扎  磨难，低谷。到如今英雄重新出征，战歌再响S12战火重燃！！！让我们一起为LPL助威！加油JDG我相信，最终的冠军🏆一定会是属于你们的！最后祝中国队一切顺利！盼凯旋而归。  @英特尔中国 
ZN_幽魂,0,0,0,JDG这把最后这手风女感觉会裂开啊FPX中上野前中期强度很高啊JDG和FPX阵容三七开吧#WRL2# #FPX对阵JDG# 欢迎大家加群吹水英雄联盟手游吹水群 
青藏高原亚拉索哎,50,50,50,#FPX对阵JDG#这波必须得站京东呐 
游戏主播酱,0,0,0,【2022WRL2 FPX对阵JDG】第一局BP：#WRL2# #FPX对阵JDG# 
电竞安利姬,0,0,0,LOL手游联赛WRL 2 ：常规赛第一阶段比赛 ：FPX对阵JDG，第一局BP：#WRL2# #FPX对阵JDG# 
王沫沫Cute,0,0,1,【FPXvsJDG】第一场    BP#WRL2# #FPX对阵JDG# #竞燃有我# 
小声点我真的布隆,50,50,50,#FPX对阵JDG#第一场谁会赢呢，真的很期待，两队实力都不错 
烬然如此,50,50,50,#FPX对阵JDG#这怎么选，乖乖看比赛吧 
王沫沫Cute,0,0,1,【FPXvsJDG】大乱斗@JDG英雄联盟手游 拿下优先选边权#WRL2# #FPX对阵JDG# #竞燃有我# 王沫沫Cute的微博视频 
盖伦爱转圈圈,0,0,0,#FPX对阵JDG#看来是JDG先开始选英雄啥的了 
一劫要比六劫强,50,50,50,#FPX对阵JDG#虽然但是，看完美女姐姐表演还是有点意犹未尽呐！ 
打篮球的诺手,51,50,50,#FPX对阵JDG#啥都别说了，心里一点底没有，慢慢看比赛吧 
不买装备买英雄,51,51,51,#FPX对阵JDG#这次两支队伍有点难以选择啊，我还都挺看好的 
云游戏,0,0,10,#陈卓璇wrl舞台首秀#近两个小时的等待也算值得一起跟着陈卓璇为选手加油话说今天的造型很可#fpx对阵jdg# 
熬夜波比千千万,50,50,50,#FPX对阵JDG#既然你们都支持JDG，那我选择支持FPX不要让我失望握 
快乐风男亚索小子,50,50,50,#FPX对阵JDG#等了好久！！！九点才开始还好明天周末不会有人周六还上班吧 
不要抢河蟹,50,50,50,#FPX对阵JDG#JDG我来了！！！这次必须支持JDG啊 
娜美事了吧,50,51,51,#FPX对阵JDG#看样子，JDG优势大一点，我坐山观虎斗 
剑圣爱走秀,50,50,51,#FPX对阵JDG#这不这次我站一下京东感觉挺猛的 
英雄联盟手游赛事,2114,2344,6993,#陈卓璇WRL舞台首秀#特邀歌手@陈卓璇 为JDG、FPX两支战队加油助威！期待各位选手赛出风格，为观众们带来一场视觉盛宴！同时，她将在#WRL2#全新演绎《破晓来时》，今晚19:00，让我们一同期待！英雄联盟手游赛事 英雄联盟手游赛事的微博视频 
Golarship7,0,11,52,JDG仿佛是来游戏厅抓逃课学生的教导主任 
东亚大椰壳,0,3,4,🙉🙉🙉现在想想好签不会是指望jdg能赢t1罢 
九澜游戏,0,2,1,英雄联盟手游 第二届英雄联盟手游职业联赛，遇强则强！ #WBG对阵EDG#WBG英雄联盟手游分部 vs EDG英雄联盟手游分部 进击！这一分，一定拿下！#FPX对阵JDG#FPX英雄联盟手游分部 vs JDG英雄联盟手游今日不争冠亚，只分高下！#WRL2#精彩对决，一触即发！ 
九澜游戏,0,2,1,英雄联盟手游 第二届英雄联盟手游职业联赛 常规赛第一阶段W3D3#WRL2# 11月4日 今日解说主持组合  #WBG对阵EDG#官方赛事解说：解说勇浩 、解说周吞马 官方主持：戚蓝尹 #FPX对阵JDG#官方赛事解说：解说Cat 、奶弟NaiDi 官方主持：小悠珊珊 今日锁定WRL2一起观看精彩比赛吧 
九澜游戏,0,2,1,英雄联盟手游 第二届英雄联盟手游职业联赛 常规赛第一阶段W3D311月4日 今日赛程&amp;首发名单17:00 WBG vs EDG#WBG对阵EDG#19:30 FPX vs JDG #FPX对阵JDG#是WBG英雄联盟手游分部 状态回升，还是EDG英雄联盟手游分部 能够乘胜追击，谁能拿下这一分？WRL1总决赛再上演，FPX英雄联盟手 ...全文
九澜游戏,0,2,1,英雄联盟手游 第二届英雄联盟手游职业联赛 常规赛第一阶段W3D311月4日 今日赛程&amp;首发名单17:00 WBG vs EDG#WBG对阵EDG#19:30 FPX vs JDG #FPX对阵JDG#是WBG英雄联盟手游分部 状态回升，还是EDG英雄联盟手游分部 能够乘胜追击，谁能拿下这一分？WRL1总决赛再上演，FPX英雄联盟手 ...全文
黎业Lilye,0,0,3,JDG时间过得太慢了 
奥恩不打铁,50,50,50,#FPX对阵JDG#狠狠站位jdg 
峡谷滑板鞋,50,50,50,#FPX对阵JDG#大家觉得哪个战队胜算高呢 
酒桶要减肥,51,51,51,#FPX对阵JDG#大家更期待那个队伍获胜呢 站位jdg 
云电竞,50,50,50,#FPX对阵JDG#大家更期待那个队伍获胜呢 
礼哥,50,50,51,#FPX对阵JDG#快给喜欢的战队加油吧 
星圈菜菜,0,0,0,#WBG对阵EDG#今天牛啊，开场wbg edg，中场陈姐表演，最后fpx jdg，然后明天周末 
极粉永不加班,0,0,0,#英雄联盟#  #手游职业联赛#JDG.Lemon武器大师，细节拉扯皇城PK秀翻全场 极粉永不加班的微博视频 
老攻没钱在外做0,0,0,0,#陈卓璇WRL舞台首秀#Fpx和jdg的比赛估计要等到八点了，我璇姐的舞台也差不多了，edg和WBG还在焦灼 
三连游戏君,3,6,44,RNG、EDG、TES、JDG，从#英雄联盟S12#回来的四支队伍进入静默期 
54喷塔QAQ,0,0,0,英雄联盟手游 @英雄联盟手游 @英雄联盟手游赛事 #wrl2# 正式开打~【每日赛程】11月04日星期五   BO5   17:00      WBG对阵EDG   19:30      FPX对阵JDG#竞燃有我##英雄联盟手游# 
英雄联盟赛事数据,5,1,18,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩#S12淘汰赛# #英雄联盟S12# 
大电竞eSportsFocus,8,7,34,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩#S12淘汰赛# #英雄联盟S12# ...全文
春茗宴,0,0,2,#陈卓璇WRL舞台首秀#我到要看看是谁不看比赛，不看就算了，还不看陈卓璇的舞台，Fpx和Jdg的比赛必须看。 
娱圈小丸子,100,0,103,#陈卓璇WRL舞台首秀# #WBG对阵EDG#坐等中场秀陈卓给我们带来的破晓来时，JDG跟FPX可得好好表现了 ，真的好期待！ 
你我皆为笼中雀,0,0,0,#陈卓璇WRL舞台首秀#讲个道理，其实我不是为了Jdg或者Fpx来的，我就是为了陈卓璇来的。 
祝福我可爱的小姑娘,0,0,0,"#陈卓璇WRL舞台首秀# 和陈卓璇一起一起来为JDG,FPX两支战队加油助威吧！今晚《破晓来时》的舞台期待相见 "
现在有点乱呢,0,0,0,"#陈卓璇WRL舞台首秀# 一起来围观今晚的WRL吧，和陈卓璇一起一起来为JDG,FPX两支战队加油吧，期待今天晚上的表演哦。 "
豹子头喵哥,0,0,0,分享视频 豹子头喵哥的微博视频 
英雄联盟特长生资讯,0,14,2,今天，JDG官方发布选手日常，最新消息，结束世界赛之旅的京东选手已安全抵达国内 。报告!前方选手已安全抵达国内兄弟们一切行程平安顺利，请大家放心#英雄联盟##2022全球总决赛# 
小枫追剧,0,0,0,#陈卓璇WRL舞台首秀#陈卓璇为JDG、FPX两支战队加油助威！期待各位选手赛出风格，为观众们带来一场视觉盛宴！ 英雄联盟手游赛事的微博视频 
二叔吃香蕉吗,50,50,51,#WBG对阵EDG#开场wbg edg，中场陈姐表演，最后fpx jdg 
Akakazuu,0,0,13,这个队真的迷信。。。。姑妈：JDG vs T1 coming soon 经理：你要先说T1啊 
爱玩游戏的小屁孩h,0,0,1,#英雄联盟##LPL#Letme姿态联手焕烽复盘JDG不敌T1，TES、EDG和RNG谁更丢人？ 爱玩游戏的小屁孩h的微博视频 
兔玩游戏,0,13,31,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩©@英雄联盟赛事数据 #S12淘汰赛 ...全文
别打猫咪,50,55,72,期待JDG跟FPX的表现，更加期待@陈卓璇 #陈卓璇WRL舞台首秀# 别打猫咪的微博视频 
峡谷漂流日记,50,50,51,#陈卓璇WRL舞台首秀#这海报不够看，坐等中场秀陈卓给我们带来的破晓来时，JDG跟FPX可得好好表现了 
不要抢河蟹,50,51,52,#陈卓璇WRL舞台首秀# 特邀美女姐姐为JDG、FPX两支战队加油助威！今晚19:00，让我们一同期待！ 
雕花君,100,100,100,#陈卓璇WRL舞台首秀#歌手陈卓璇来啦！特意为JDG、FPX两支战队加油助威！在期待各位选手赛出风格的同时，也期待陈卓璇为观众们带来一场视觉盛宴！ 阿范超可爱的微博视频 
游戏组长,61,149,369,组长疑惑：来说说kanavi为什么这么执着回去？在京东他是绝对的战术核心，中上和他也很搭，薪水方面也绝对差不多了。想拿冠军回lck也不好拿啊？难道是是单纯的思念故乡？#英雄联盟# #JDG# 
幽默搞笑趣事,0,0,0,#陈卓璇WRL舞台首秀# 陈卓璇为JDG、FPX两支战队加油助威还要表演破晓来时，真的是太让我期待了！ 幽默搞笑趣事的微博视频 
S12电竞圈,0,0,0,#英雄联盟S12应援#JDG止步2022英雄联盟全球总决赛四强，加速出圈的电竞魅力何在？ 
云游戏,50,50,50,#陈卓璇WRL舞台首秀#今晚不仅有JDG跟与FPX的精彩对决，更有陈卓璇给我们带来的视听盛宴 云游戏的微博视频 
电竞赛事猪,0,0,0,英雄联盟手游第二届英雄联盟手游职业联赛。猪猪来预测，10预9不准。#WBG对阵EDG#WBG3-2EDG #FPX对阵JDG#JDG3-0FPX 
ZN_幽魂,0,8,2,WBG 3:1 EDG WBG一直很稳定，EDG有所回暖拿下一把算成功。FPX 1:3 JDGFPX之前状态还可以但JDG最近有点无敌。#WRL2# #WRL2预测# 欢迎大家加群吹水英雄联盟手游吹水群 
一个小被窝-I,0,35,8,JDG 来一波小小的决赛预测抽奖吧留下你的比分，会在猜对的京酱里面抽一个人付邮送kan堡纪念币一枚，猜比分只能参加一次哦另外会看主页，京人纪念币就是只抽京酱啦转会期流言纷纷扰扰，不论结局如何，都会永远支持每一位在京东吃饱饱饭的家人 ...全文
新京报电竞,0,0,2,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】JDG的峡谷先锋控制率达到86%，DK的一塔率高达100%。成功进入决赛的T1保持着100%的纳什男爵控制率，也以0.97的血腥程度排名第一。在英雄方面，悠米和凯特琳以91.7%的Ban率稳居最高Ban率榜，最高Pick率是佛耶戈，千珏和永恩均保持着100%胜率。#S12淘汰赛 ...全文
超凡电竞LOL,1,10,19,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩cr.@英雄联盟赛事数据  ...全文
超凡电竞LOL,1,10,19,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩cr.@英雄联盟赛事数据  ...全文
王沫沫Cute,0,0,1,今日预测【按照以往战绩】WBG3-2EDGJDG3-2FPX#WRL2# #wrl2预测# #竞燃有我# 
瀦瀦ZHY,0,0,3,JDG 相信他们 也相信团队会做到最大努力每个人都有追逐梦想的权利 既然选择权在自己那就静静等待吧 也就1个多月 虽然我也想他们再拼搏一年 毕竟说没遗憾 那是骗人的2022年的JDG 希望不是限定吧 
我是电竞小生,0,0,7,英雄联盟距离S12决赛开启之日所剩无几，近日JDG中单Yagao等人也是前去参观拳头游戏总部，而JDG其他人员则已启程回国。殊不知国内关于中单位的争夺早已悄然上演！1、左手并没有急于续约，还在观望。2、小虎试水自由市场，很抢手。3、Angle已同WBG续约。4、Scout意愿倾向于留队。大家 ...全文
17173电竞,0,0,0,第二届英雄联盟手游职业联赛 常规赛第一阶段W3D311月4日 今日赛程&amp;首发名单17:00 WBG vs EDG#WBG对阵EDG#19:30 FPX vs JDG #FPX对阵JDG#17：00，锁定#WRL2# 一起观看精彩比赛吧#英雄联盟手游# 
英雄联盟手游赛事,0,2,3,第二届英雄联盟手游职业联赛，遇强则强！17:00 #WBG对阵EDG#@WBG英雄联盟手游分部 vs @EDG英雄联盟手游分部 进击！这一分，一定拿下！19:30 #FPX对阵JDG#@FPX英雄联盟手游分部 vs @JDG英雄联盟手游今日不争冠亚，只分高下！#WRL2#精彩对决，一触即发！#英雄联盟手游赛事[超话] ...全文
锦城LOL,0,3,5,前V5教练：Viper和Kanavi想回LCK，红米回家生二胎了viper去dk，dk直接成银河战舰了，然后Kanavi也想回LCK，对于EDG和JDG来说都是削弱啊，更别说红米还要回家生二胎，RNG面临解散，TES续约JKL，LPL的强队都倒了啊#英雄联盟S12##2022电竞季##英雄联盟# 
别说了我布隆,0,1,2,JDG 拍拍姐妹互关！！！！！！ 
射杀星削,0,0,1,打完夏决的时候我真的以为决赛会是jdg打geng 哎 
达不刘的馍,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 中国队的精彩表现，太棒了JDG加油！中国队加油！努力了就可以了！自己没有遗憾就好   你们是最棒的中国队！ 
游戏欧皇陈本伟,5,6,21,#英雄联盟s12# JDG已经安全落地啦把膏膏留在美国拜访拳头总部了是吧#英雄联盟# 
游戏发现君,0,0,0,#全球总决赛s12#JDG选手平安抵达国内，膏书记留在美国视察拳头工作 游戏发现君的微博视频 
游戏主播酱,34,34,42,S赛历史最大的魔咒，被打破了S赛历史上最大的魔咒，就是赛前赔率前三的队伍必出冠军但今年的S12全球总决赛，赛前赔率第一JDG，第二TES，第三GEN即使是在小组赛临近和开打的时候，T1和DRX的赔率也没有进入过前三目前三支队伍全部无缘决赛。#英雄联盟# #英雄联盟S12# 
顾璀_,0,10,32,#米勒娃娃预测S12决赛#娃娃对T1的恨意已经超过了对lpl的爱意。T1上半区没有遇到特别强的对手，为了诋毁T1，甚至一下子骂了RNG，JDG两个队伍什么伤敌八百自损十万 
英雄联盟神吐槽,43,121,738,【娃娃：T1在上半区没有遇到特别强的对手？】娃娃在最新一期的【热饭开锅】节目中和米勒探讨T1与DRX的决赛，在节目中谈到T1在上半区没有遇到特别强的对手，T1在上半区只打过RNG和JDG。网友评论：那意思是LPL赛区的队伍都是弱队吗？娃娃逻辑上就有错误，赛前公认的第一夺冠热门京东，你不能因 ...全文
JDG京东电子竞技俱乐部,56,233,3722,【选手日常】报告！前方选手已安全抵达国内兄弟们一切行程平安顺利，请大家放心#坚定你所相信#JDG 
我担银河系系花,0,4,24,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 伴随着JDG的出局对于LPL来说S12已经结束了，记得我最开始接触LPL的时候还是S5，很多熟悉的选手都已经退役。电子竞技是残酷的，所有选手都付出了青春和努力，但最后捧起奖杯的只有一个队伍。本次世界赛LPL的失利，让我们看到了很多问题，尤其是新 ...全文
i手游叔,0,0,3,【李景亮发布JDG对阵T1观赛视频：输或赢都不能定义你们】@拳天下李景亮 ：输或赢都不能定义你们！明天会更强大，一起加油！#英雄联盟S12##S12竞燃有我##2022全球总决赛# i手游叔的微博视频 
话说Another,0,0,0,英雄联盟 米勒怒斥：我们的选手都想躺赢！娃娃直言我们的队伍都靠韩援在C #JDG## 话说Another的微博视频 
丝路电竞,0,0,0,【2022WRL2 今日赛程预告】17:00 WBG vs EDG19:30 FPX vs JDG#WRL2# #英雄联盟手游# 
直播吧电竞,0,0,2,【李景亮发布JDG对阵T1观赛视频：输或赢都不能定义你们！】近日UFC选手，终极格斗英雄榜终极勇士冠军李景亮更新微博，分享自己观看S12半决赛JDG对阵T1比赛的现场视频@拳天下李景亮 ：输或赢都不能定义你们！明天会更强大，一起加油！#英雄联盟S12# #S12竞燃有我# 直播吧电竞的微博视频 
刘治宇非常皮,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 加油JDG！我相信你们的实力，也相信你们对于胜利的渴望，带着所有人的希望勇敢无畏的前行吧！ 
丝路电竞,1,0,4,#电竞早餐#11月04日早上好，一起来看今日电竞新闻！2022英雄联盟手游WRL2常规赛11月3日赛程： WBG vs EDG，FPX vs JDG。2022 PGC全球总决赛11月3日A组赛果：积分前五TWIS 110分、OP 87分、CES 83分、YAHO 74分、DNW 72分。2022全球总决赛决赛将于11月6日北京时间8点正式打响， ...全文
x帅哥2021,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 从s2—s12英雄联盟我追了好多年啊，看英特尔酷睿看英雄联盟S12的比赛，真的有身临其境的感觉，看得我热血沸腾。看到了LPL中国队不断超越自己挑战自己，简直是太棒了。JDG加油！中国队加油！为你们助威呐喊。 
电竞赛事大围观,0,0,1,#JDG##游戏#JDG被偷家，核心谈判失败，冠军战队或被拆解。 电竞赛事大围观的微博视频 
就是一根-棍子了,0,7,35,JDG我要闹了发疯发疯退什么退！直播欠到多少小时了不用还啊？几个月了摄像头都生锈了也没播过！回什么回！说好的女团舞呐不用还啊？比赛打完了粉丝只能到处搁别人那里边边角角的找消息，一天天的，欠这么多东西，逆子 
虎扑电竞,0,3,21,[情报站]Oner：我们会3比0战胜DRX，决赛的关键是下路T1选手及教练参加2022英雄联盟全球总决赛决赛媒体日，部分内容翻译如下：Q：Oner选手，半决赛你预测T1会3比1战胜JDG，比赛的关键是上野，你都预测对了，那你能预测一下决赛的比分和关键点吗？Oner：我们会3比0战胜DRX，决赛的关键是下路。 ...全文
小甜睡不醒u,0,0,2,#米勒娃娃预测S12决赛#加油啊T1，别人不想你赢是别人的自由，当然解说几个本来就是s13，别给他们洗什么怕喷了。这只是一方面，最主要是为什么韩国解说敢预测edg赢？预测jdg赢？韩国解说不怕喷？大家喜欢骂，为什么要求我放过解说？菜不让说？ 
面条人Jawco,0,13,11,#米勒娃娃预测S12决赛#T1《上半区不强》《我预测RNG 3：0 T1》《我预测JDG 3：1 T1》说实话，米勒明显都被打服了，京东的比赛前能看出他明显不乐观，就娃娃这个逼还在嘴硬，有没有一种可能上半区看起来菜是因为都被T1打爆了不想奶，只是娃娃属实太恶心了 
来包华子中不中,0,0,0,小尾巴从jdg变成s12我这个b有点想流泪了 
虎扑电竞,0,31,49,"【2022NEST即将开赛：14支LPL战队参加线上预选赛，前八晋级】N﻿EST官方宣布2022NEST英雄联盟线上预选赛正式开赛，包括AL, BLG, EDG, FPX, iG, JDG, LGD, LNG, OMG, RNG, TES, TT, UP和WE共14支LPL战队出战。原文如下：英雄出，擂鼓声声，赛场现真章竞高下，战火熊熊，桂冠重几何11月10日-11 ...全文"
英雄联盟菌,46,226,1249,【前V5教练爆料：去年JDG为Knight开出了4500万的税后工资】今日前V5教练涵艺在微博更新动态，透露了Knight选手的身价及转会信息，其表示去年JDG甚至为其开出了4500万的税后工资。那么税前大概就是8000万左右？#S12最前线##Knight# 
卟吃鱼的猫0,0,0,0,"fakerB站看到一个官方某解说预测，说的是T1在的上半区比较弱，认为DRX决赛3-2赢T1真的是为了打压T1,连LPL友军都不放过，JDG、RNG不是世界赛开打前，你们认为LPL最契合版本的最强两只队伍吗？现在又成上半区弱了，只要T1还没拿下冠军，他们都认为T1和李哥不行，所以别去同情戴先生了，不夺冠， ...全文"
疾风怪宝,2,57,184,放点转会期四个进世界赛队伍的瓜，内部有可靠线人，应该对的七七八八 #Wink状态# JDG：369要么续约要么不续约卡哪位要么续约要么不续约Yagao要么续约要么不续约Hope要么续约要么不续约Missing要么续约要么不续约TES：Wayward要么续约要么不续约Tian要么续约要么不续约Knight要么续约要么不续 ...全文
