用户,转发数,评论数,点赞数,评论
花娱少年,21,23,21,#吴克群邀请RNG看演出#  吴克群的人缘也太好了，一成团之后就收到了这么多的祝贺，披荆斩棘的哥哥们每一位都好厉害，这次吴克群在节目当中的表现也好棒#吴克群披荆斩棘成团# 
追星看剧,21,22,20,#吴克群邀请RNG看演出#  如此优秀的梦幻联动我不允许还有谁不知道！看到送上祝贺的RNG就算我觉得超级用心，一路走来吴克群也非常努力带来很棒的舞台#吴克群披荆斩棘成团# 
浪里喜剧人,20,21,20,#吴克群邀请RNG看演出# 这当然是实至名归！所以说咱们RNG也非常给力的及时送上了自己的这份祝福，弟弟们太温暖了，难道这就是纯纯的忠实粉丝吗？ #吴克群披荆斩棘成团# 
幽幽扒圈,20,20,20,#吴克群邀请RNG看演出# 感觉RNG一直都有在默默的看节目也有在关注吴克群的演出，这第一时间送上来的祝福简直就是“猝不及防”，感觉吴克群也是非常开心了#吴克群披荆斩棘成团# 
浪里有娱,20,21,21,#吴克群邀请RNG看演出# 一直都知道吴克群和RNG的关系很好，再看到邀请看演出和送上的这些祝福都让我觉得非常温暖~那到时候看演出一定要分享一下#吴克群披荆斩棘成团# 
降雨停机,0,1,0,都给我崩溃完了。回来告诉我RNG队都没了。好崩溃 
娱音菜菜,20,20,20,#吴克群邀请RNG看演出#  其实我觉得RNG也是非常有心了，一直都在看今天的演出~还第一时间给吴克群送上了暖暖的祝福，果然是好兄弟太给力了#吴克群披荆斩棘成团# 
星圈妖妖,20,20,20,#吴克群邀请RNG看演出# RNG的祝贺送的好及时，一下子就把自己满满的祝福送给了吴克群，恭喜成团！而且吴克群的回应也很快还邀请了来看演出，这就是双向奔赴 #吴克群披荆斩棘成团# 
剧综小密探,20,21,20,#吴克群邀请RNG看演出# 好兄弟就是要一起来看节目，看演出吗？吴克群简直是太给力了，还邀请了咱们的RNG，不知道到时候又会带来哪些精彩的表现  #吴克群披荆斩棘成团# 
青川电竞,53,71,889,【网友投稿】Doran、Wayward、Xiaohu的雷达数据图，大伙觉得谁的最离谱？#Xiaohu##RNG# 图源：直播吧 
米米罗哎,24,199,1180,rng“gala也在聊，gala我们blg真在聊，但是gala这个人好像是想留队，只要gala那边钱给的差不多就留队。”    救命，之前我以为如果其他队伍给的钱跟rng差不多gala会选择留队，但我看完dys这个切片，怎么感觉gala的意思是只要rng钱给到他心里的预期就行了，都不用跟其他队伍比，有点降薪续签的 ...全文
余氏肯肯OUO,0,1,0,rng 冲 
好剧文娱,0,0,0,#吴克群邀请RNG看演出# 恭喜一下吴克群披荆斩棘成团，rng全员庆祝，梦幻联动。想看到他们合影#吴克群披荆斩棘成团# 
LPL赛事没品图,3,5,75,DRX继续追梦，RNG，TES还在上分~#LPL热饭开锅##英雄联盟S12##S12决赛# LPL赛事没品图的微博视频 
星闻爱豆,288,108,602,吴克群#吴克群邀请RNG看演出#看到吴克群在披荆斩棘成团让人好激动，他努力大家有目共睹，每次带来的惊喜满满，万万没想到RNGM全员都是吴克群的粉丝！吴克群还邀请RNG看演出呢？真是次元壁破了#吴克群披荆斩棘成团# 
娱圈时尚,0,0,0,#吴克群成团# 吴克群真是一路披荆斩棘呀，用音乐传递出正能量，这次吴克群成团给我带来了很大的震撼，希望哥哥能够展现出更多的好作品呀！#吴克群邀请RNG看演出# 
娱乐王妃,0,0,0,#吴克群成团# 咱就是说吴克群披荆斩棘成团，我真的很开心，还邀请了RNG看演出，我也好想享受这份待遇啊！我也是吴克群哥哥的粉丝呀。#吴克群邀请RNG看演出# 
二姐的快乐900,0,0,0,#吴克群成团##吴克群邀请RNG看演出#  看到哥哥成团的这一刻，我的眼泪都出来了哦，真的是太激动了，未来的路上一定会陪伴你，加油 
星迅速达,0,0,0,#吴克群成团# 看到吴克群披荆斩棘成团，我真的万分激动，实在是太青春，太热血了，他一直都在鼓励着我们，用实际行动激励着我们，好喜欢这样的偶像。#吴克群邀请RNG看演出# 
星迅速达,0,0,0,#吴克群成团# 看到吴克群披荆斩棘成团，我真的万分激动，实在是太青春，太热血了，他一直都在鼓励着我们，用实际行动激励着我们，好喜欢这样的偶像。#吴克群邀请RNG看演出# 
卿卿我我的心,0,0,0,#吴克群成团##吴克群邀请RNG看演出#  哥哥终于成团了，看到这样的消息，真的非常的开心哦，越努力越优秀，在我心目中，你是最棒的 
童童得世界,0,0,0,#吴克群成团#真的是让人非常的激动啊，看到吴克群成团的那一刻，所有的努力都是值得的，希望他在今后的道路上能够更加的努力。#吴克群邀请RNG看演出# 
请叫我一鸣,0,0,0,#吴克群成团##吴克群邀请RNG看演出#  一直以来都特别的喜欢吴克群哦！恭喜哥哥成团，希望可以看到哥哥更多精彩的舞台 
夏天的味道呦,0,0,0,#吴克群成团##吴克群邀请RNG看演出#  吴克群，真的是在用心的对待音乐哦，每一次的舞台都给我们带来了很多的惊喜，恭喜恭喜 
童童是帅哥,0,0,0,#吴克群成团#恭喜哥哥终于成功了，真的是打心底里为他高兴了，希望他未来越来越好。继续加油吧！#吴克群邀请RNG看演出# 
阿喵喵日记,0,0,0,#吴克群成团# 今天最开心的一件事情就是吴克群成团了，哥哥终于成功了，真的打心底里为他开心呀，希望他在今后的道路上能够更加努力。#吴克群邀请RNG看演出# 
美塑韩式半永久,0,0,0,#吴克群成团#隔着屏幕我已经开始羡慕了，恭喜吴克群顺利成团一直对舞台都是一个特别认真的人，真的是非常的优秀#吴克群邀请RNG看演出# 
胖胖唯美的我,0,0,0,#吴克群成团##吴克群邀请RNG看演出#  哥哥真的是太厉害了，让我们一起为你加油，超越自己，一往无前，我们永远支持你 
听风等君归啊,0,0,0,#吴克群成团#吴克群一直都是特别的努力，看得出来他在舞台上的那种对待音乐的热爱 恭喜吴克群顺利成团，实至名归#吴克群邀请RNG看演出# 
淋湿雨夜的回忆,0,0,0,#吴克群成团#哥哥成团的那一刻真的是让人非常的开心呀，所有的努力都是值得的，能看得出来他一直对音乐的热爱#吴克群邀请RNG看演出# 
月季花的美丽,0,0,0,#吴克群成团#恭喜吴克群哥哥成团顺利 永远都是我们的骄傲，希望你一直努力下去，一直给我们唱歌，在舞台上每一次给我们看到的都是你的努力和热爱#吴克群邀请RNG看演出# 
幸福的悦动,0,0,0,#吴克群成团#恭喜吴克群顺利成团 每一次努力我们都看见了，成功是必然的，实至名归啊越来越好#吴克群邀请RNG看演出# 
团扇半遮面,0,0,0,#吴克群成团#吴克群真是一个特别努力的人，他一直都在再给我们带来的不一样的惊喜，真的是非常的替他高兴啊#吴克群邀请RNG看演出# 
嫂子也有烦恼,0,0,0,#吴克群成团##吴克群邀请RNG看演出#  吴克群对舞台的热爱真的是值得的，恭喜哥哥顺利成团，期待哥哥更多的舞台，加油 
动漫小老弟,0,0,0,#吴克群成团# 我感觉吴克群是一个特别努力的人，吴克群披荆斩棘成团在我的意料之中，毕竟他这么努力，成功也是必然的，而且还邀请RNG看演出，真是太高兴了。#吴克群邀请RNG看演出# 
简单而遇了,0,0,0,#吴克群成团#恭喜哥哥，他用自己的努力激励着我们每一个人，他真的是非常的努力，能看得出来他在舞台上的那种热爱#吴克群邀请RNG看演出# 
美美小娘子呦,0,0,0,#吴克群成团#让我们一起来恭喜吴克群顺利成团，猪猪热爱奔跑不停，哥哥一直激励着我，超越自己，一往无前#吴克群邀请RNG看演出# 
美美小娘子呦,0,0,0,#吴克群成团#让我们一起来恭喜吴克群顺利成团，猪猪热爱奔跑不停，哥哥一直激励着我，超越自己，一往无前#吴克群邀请RNG看演出# 
美丽小海螺,0,0,0,#吴克群成团#我真的是非常的让人羡慕他们这样的友谊，吴克群成团之后邀请RNG看演出，这真的是让人非常的喜欢，我也好想参加#吴克群邀请RNG看演出# 
靓ve爲你變乖11121,0,0,0,#吴克群成团#恭喜吴克群成团，一路披荆斩棘，真的是非常的优秀哦，用音乐传递能量，祝成团快乐#吴克群邀请RNG看演出# 
嘉嘉今年17岁,0,21,7,rng 来点人互关 
时尚音乐剧,0,0,0,#吴克群成团# 吴克群成团我真的很开心，恭喜哥哥，他用自己的努力激励着我们每个人，而且他是真真正正的热爱这个舞台，热爱音乐，特别热血。#吴克群邀请RNG看演出# 
想念陈情,0,0,0,#吴克群成团#真的是让人非常的喜欢看到吴克群顺利成团，真的是非常的替他开心，会一直支持他，越来越好#吴克群邀请RNG看演出# 
超凡电竞LOL,5,36,57,【2022全球总决赛淘汰赛 选手最数据】最多单杀：DRX.Zeka最高分均伤害：EDG.Scout最高场均参团率：DRX.BeryL最高场均对线经济差：DK.Canyon最高分均补刀：RNG.GALA最高场均视野得分：RNG.Ming#英雄联盟S12# #S12最前线##2022全球总决赛# 
综艺片段,0,0,0,#吴克群成团# 吴克群成团之后邀请RNG看演出，这是什么神仙好哥哥呀？我真是太羡慕这样的友情了，我也好想参加，能不能请吴克群也邀请邀请我？#吴克群邀请RNG看演出# 
乖乖的样子2022,0,0,0,#吴克群成团#真的是非常的棒，终于有了自己的团队，感觉他一直都是一个特别努力优秀的人非常的替他开心#吴克群邀请RNG看演出# 
海很蓝却致人溺忘46254,0,0,0,#吴克群成团#他对舞台的态度真和对音乐的态度真的是让人非常的喜欢，恭喜吴克群成团隔着屏幕，我们都替他开心呀#吴克群邀请RNG看演出# 
月色中的夏天,0,0,0,#吴克群成团#恭喜吴克群团他们一直都非常的努力，隔着屏幕我已经开始羡慕了真的是好温柔呀#吴克群邀请RNG看演出# 
浪里看剧,0,0,0,#吴克群成团# 吴克群对待舞台是一个极其认真的人，一直都在用音乐传递正能量，吴克群成团之后邀请RNG看演出，这也太让人羡慕了吧，我也想看，求捞求捞。#吴克群邀请RNG看演出# 
麦浪时尚,0,0,0,#吴克群成团# 看到吴克群成团之后，我打心底里替他开心，一直都很支持他，感觉他是一个特别优秀的人，这次终于有了自己的团队，真是太棒了。#吴克群邀请RNG看演出# 
Julylovezzz,0,2,0,rng理性讨论如果明年MSI冠军真出皮肤的话，那之前的就白打？要是像S赛FNC暗杀星的给补，那补的也太多了，何况R还是三个，所以某种意义上可能真白打了 
大电竞eSportsFocus,8,7,34,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩#S12淘汰赛# #英雄联盟S12# ...全文
感觉被坑的萌萌哒,0,0,1,看完剧，家没了，上次有这种感觉还是上次，我从此对皇过敏，不管是RNG还是King&amp;Prince 
四啊四四四四,0,0,2,笑死，我在瓦伦竟然还有被人拦下来问你的背包哪买的一天。背的18年买的RNG的包 那个老外还问我是不是也喜欢RNG 
兔玩游戏,4,16,43,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩©@英雄联盟赛事数据 #S12淘汰赛 ...全文
Timbooooo,0,0,0,rng 小汤圆这把结束马上第一 
Alixxxxxce,0,6,8,rng兄弟们，想问一下大家还记得“我17岁就是世界赛冠军，你们呢？”这是水子哥说的还是粉丝整的活啊？没有引战的意思，单纯有点记忆线混乱了 
虚假的二十二_OuO,0,2,1,rng吃瓜吃着…红米又回去生二胎了吗？ 
趁一切都来得及啊,0,1,2,rng每次RNG在世界赛被淘汰的后的两个月左右的时间里，超话里面的一些帖子就会出现很多亏贼的言论，已经见怪不怪了 
亦或与是你,0,1,2,rng睡不着qnmd能不能让劳资睡个好觉 
_别看我只是一只羊女士,0,33,13,rng有没有人知道这是个什么鞋子上面的是从侧面看，下面的是从后面看没有跟，截止的很突然，跟那里是立起来的塑料颗粒在地铁站看到好多人穿这种，觉得好漂亮！ 
明年不嗑药,0,3,1,给hz急坏了 今天看了几个直播间都在刷看一下rng中单汤圆冲韩服第一 看来是hz已经确定中单喽 那不得放个炮庆祝一下啊 
拒绝超前消费,0,0,2,rng 有没有人在b站看日料，之前pdd看过一个（很晚的时候）很沉浸式很日本的一个大师做鱼的，找不到了，有没有兄弟知道的。 
方生方思,0,25,15,rng 求tt兄弟们 让我呼吸一下11级的空气 
resimi,0,0,0,我马上……就要无家可归了吗#rng# 
sorrymakerforyou,0,1,5,rng我是相信dy上有很多隐藏的高分，但有时候说来说去总是避不开s7的bp。一讨论就是洗，一说洗就是为什么之前不帮谁别人洗。不要再抖音上和别人讨论比赛了 
sorrymakerforyou,0,1,5,rng我是相信dy上有很多隐藏的高分，但有时候说来说去总是避不开s7的bp。一讨论就是洗，一说洗就是为什么之前不帮谁别人洗。不要再抖音上和别人讨论比赛了 
柠檬草的苦涩_T,0,14,33,rng要不再来一年？明年MSI都改了，感觉拳头应该会给点实质性的奖励。S赛也改版了，再冲一年试试喽？ 
ssm的猫,17,3,86,17年，他直播讲4次升降级的经历。来加油的粉丝不多，说第一次打bo5第一次输了，心里特别难受 特别想哭。经历了四次后心态变化很大。他说激动是打世界赛的时候，台下观众的欢呼声很无敌。全场喊rng 鸡皮疙瘩都起来了。那时候 大家都说小明加油，我们明年加油，真的很喜欢你小明，我们都在你身后。22 ...全文
拾二吨桃·,0,11,73,#米勒娃娃预测S12决赛#太感人辣 wawa老师宁愿说rng jdg菜 也不愿意承认t1强 这何尝不是一种偏爱呢 
Rngga1a,0,0,1,rng有好兄弟认识这张图吗 
Zshi晨晨晨同学-,0,6,32,rng 每年到了转会期都是这个想法，就是，无论是一开始对少爷还是已经不在rng的betty，咖哥，果子小龙月开之类的，我都很喜欢他们，潜意识里有时候还会把他们当成rng的人，不知道大家是不是这样的哈哈哈。rng这个冰冷冷的名字承载的记忆是一个个rng人带来的回忆，总感觉即使是这些人也离开rng了 ...全文
艾卡西亚晴空万里,0,1,0,rng 俺不管，俺就是🙈🙈 
吧唧一口炒饼,0,10,17,rng我的瓜百分百保真，所有选手的转会情况以及来年阵容我都一清二楚，可以插个眼，等转会期结束就告诉你们 
钟离aaw,0,9,24,rng家人们怎么看关于“LPL针对大飞”的言论 
艾卡西亚晴空万里,0,1,0,rng 俺不管，俺就是🙈🙈 
钟离aaw,0,9,24,rng家人们怎么看关于“LPL针对大飞”的言论 
小倩一直是小倩,0,3,9,rng有一次 我们c语言老师无意间看到我的壁纸（当时是rng的合照）他来了一句卧槽 我说老师你也是rng粉丝吗？他只是说了一句：“一支总是被寄予厚望的战队” 直到今天我们无意间聊起来 他说他也是rng的粉丝 只不过走不出2018那一年 
可爱顺毛,0,0,6,rng这个心态也太好了吧 
小迟小迟冲冲冲,0,2,1,rng提问，想入一个手环或者智能手表，哪个比较好？太贵的买不起现在用的手机是一加，需要nfc功能 
陌殇桦楷,0,2,4,rng这看姿态直播。小中单汤圆已经韩服第二了，这分冲的也太快了。昨天还韩服20 
RSG电竞俱乐部,5,50,230,rsg电竞俱乐部【赛果时间⏰】RSG VS RNG.M第一轮 2V2个人竞速赛比分：142:121大比分：1:0即将进行3V3组队道具赛，雷言鸭加油！#虎狼之师 势不可挡##2022S联赛秋季赛##S联赛全新十速# 
划水三少,0,1,3,rng这是？ 
元气菲仔,0,1,0,rng 已经很久没看见过这种逆天发言了 
超大杯星冰乐丶,0,0,2,rng 看到一句话说的真好：留走的时间，陪伴的是热爱 
Arcticning,2,11,22,rng 刚看到一个视频dota分部的一个选手被别人问为啥你的队友都在找队，是被踢了么，他回了一句他也不知道，又说了一句都被踢了，感觉是无了 
小夕吖-,0,0,1,rng 
Asur丶,0,0,2,rng 本来今年世界赛之前就在想销户会不会打完今年不管成绩怎样就退役了，因为每次看到关于他耳朵的健康问题都挺为他担心的。但是今年世界赛到现在这个程度，我是说如果，如果他觉得自己耳朵的健康程度还能坚持的话，他看到大飞在这个舞台上他真的甘心嘛，感觉真的挺难忍下去这口气的 
无畏小兽七年的小鱼干,0,67,124,rng听说WBG已经签下楚雨荨了？ 
英雄联盟神吐槽,145,214,1113,【WBG想签约gala与wei，战马回归！你认为这阵容如何？】LPL世界赛之旅已经终止，围绕着新赛季转会和补强，许多LPL粉丝开始猜测新赛季每支队伍的选手配置，据最新的消息透露，RNG只要回到LPL赛区，LPL最火热的转会大战将离开打响，因为RNG选手都想要离开队伍，而他们的选手也是很多队伍理想配置 ...全文
刘源昊然,0,0,2,rng希望这几天 白星没响动 是因为在闷声干大事 
十二月之后是十三月,0,25,101,rng昨天晚上梦到，小wei不打比赛要重新回去上学，我去火车站送他哭的一塌糊涂。 
小江爱听野梦,0,4,0,rng友友们 还是我 问个问题 遇到比自己优秀的人真的会感到自卑吗 感觉我们差距好大，，好大 有点追不上她了 
小谷今天早睡了吗丶,0,7,19,#小虎被爆料未与RNG续约#世界赛再拉胯也是国产顶级中单。有些黑子快爬。 
刘源昊然,0,0,2,rng希望这几天 白星没响动 是因为在闷声干大事 
十二月之后是十三月,0,25,101,rng昨天晚上梦到，小wei不打比赛要重新回去上学，我去火车站送他哭的一塌糊涂。 
小江爱听野梦,0,4,0,rng友友们 还是我 问个问题 遇到比自己优秀的人真的会感到自卑吗 感觉我们差距好大，，好大 有点追不上她了 
Xtreless,0,1,8,rng 这是之前存的视频，祝你好运，也祝我好运，加油吧，rng（很久之前存的视频，有侵权的话立马删🙏） Xtreless的微博视频 
刘源昊然,0,3,6,rng真奇怪 官方微博底下评论都是留下他们 这几天的超话 却都是 各种吵架和让选手们走 
柒味浪,0,19,61,rng哦哟，有故事哦 
Princess_ss,0,26,33,rng哈哈哈按照预想的生日愿望是金色的雨，但现在只希望大家都能平安顺遂、前程似锦，我还可以继续剑指来年，大家都要做一个快乐的软粉啊 
美美哒HXQ,1,2,6,rng啊，想吃麻辣拌 
电竞徐嘉诰,0,0,4,Doinb回应LPL转会传闻进行辟谣，曝出小虎不愿意和RNG续约内幕，除了小虎RNG还有人离队！ 电竞徐嘉诰的微博视频 
茗文熙咕咕酱,0,19,36,rng如果都走了，那神盾局还发粉丝活动重启干嘛呢都没人看了重启有啥用？所以啊～现在的软粉基本上都注重情怀，恋旧。家没了，自然呆的人也就少了，一切也就没有意义了，放宽心，没有盖棺定论的事就没必要听各路牛马的流言蜚语。船到桥头自然直，该干嘛干嘛 
Old-Sow,1,65,444,rng 嘎子会走吗 
是千代sama哦,0,3,4,大家都知道英语单词第一个词是abandon ，但谁记得第二个是啥！所以只有冠军才会被人记得，第二名是没有镜头的！但，rng不一样！rng4强8强16强…哪次拉垮那群人就记得哪次黑子聚焦于rng，他真我哭rng 
玩加电竞LOL,6,15,157,【2022全球总决赛淘汰赛 选手最数据】最多单杀：DRX.Zeka最高分均伤害：EDG.Scout最高场均参团率：DRX.BeryL最高场均对线经济差：DK.Canyon最高分均补刀：RNG.GALA最高场均视野得分：RNG.Mingcr@英雄联盟赛事数据 #S12淘汰赛# #英雄联盟S12# 
悬潮生烟,0,0,0,我就是觉得rng虽然应该死但应该是卡姐不要它因此死了卡姐喝完酒回去之后发现家没了，哎哟不要啊😭 
A-Kazia9,0,20,23,rng蹲一个冰岛合照！（就是下图这张的完整版） 
EliauKil_orb,0,0,0,rng你今年纯废物呗分部也这么拉 
追逐云之彼端,1,95,218,rngbin爆料说小虎要转ADC是真的假的啊家人们 
je_suis0110,0,2,8,rng je_suis0110的微博视频 
RNG-卧龙,1,15,81,rngRNG 
A-Kazia9,0,20,23,rng蹲一个冰岛合照！（就是下图这张的完整版） 
EliauKil_orb,0,0,0,rng你今年纯废物呗分部也这么拉 
追逐云之彼端,1,95,218,rngbin爆料说小虎要转ADC是真的假的啊家人们 
je_suis0110,0,2,8,rng je_suis0110的微博视频 
你可以给我买小饼干吗,0,5,21,rng我们软那么有流量吗？？我世界赛淘汰后就没看超话了。世界赛还没打完就铺天盖地的我软的转会消息。。。是世界赛不吸引网友了吗。。。 
英雄联盟赛事数据,97,31,354,【2022全球总决赛淘汰赛 选手最数据】最多单杀：DRX.Zeka最高分均伤害：EDG.Scout最高场均参团率：DRX.BeryL最高场均对线经济差：DK.Canyon最高分均补刀：RNG.GALA最高场均视野得分：RNG.Ming#S12淘汰赛# #英雄联盟S12# 
世界就睡在白云里,0,0,0,rng人人懂法我真的蚌埠住了 
倪慢慢不写诗,0,57,212,rng据不可靠消息，gala已口头完成续约，新签合同虽然没有其他队伍给的高但也算顶级薪资了，值得一提的是新合同有个附加条款：RNG承诺每天将给gala供应一斤麻酱和五斤炒饼 
小二电竞,0,0,2,LPL赛区各战队选手合约到期一览！#英雄联盟#英雄联盟最近网友整理了一份2022冬季转会期到来时，各大LPL战队选手合约到期详细表，着色部分为即将到期的选手，可以看到FPX、EDG、LNG、RNG等队伍都有不少选手合约到期，BLG是目前看似很稳，不知道这个赛季会不会再次出手组建银河战舰呢。 
刘家灿Crystal,0,0,2,冷知识 在国际赛事上lpl赛区队伍与其他赛区对战中拿了70场卡莎 胜了53场胜率高达百分之七十六18年msi上rng18场比赛中 uzi卡莎3场全胜 因为对手ban了15场18年世界赛上 jkl拿到卡莎的11场比赛中赢下10场19年世界上lwx拿到卡莎的9场中赢下6场21年的msi上rng18场比赛中 gala拿到了16场 赢下12场今年的 ...全文
不想要变成龙猫,0,0,14,"rng在等转会的这段时间内回看了去年春季赛季后赛对桃和🐷的比赛,春决以及msi决赛，真的是意气风发的五个人啊，不管以后怎样，过去的共同经历是无法磨灭的，希望大家都可以找到好的归宿，也希望以后这几个人里能出个s冠冠军🏆。 "
緒方Rina酱,0,26,75,rng 明年亚运会隔壁那个可能回LCK  酱紫的话gala的优先级会是下路最高的然后是jkl。LPL的AD也太少了 
听说开天辟地的是你爹,0,24,38,rngDOTA2那边在卖人了，就是说有没有一种可能把钱花在LOL分部 
锅老师不洗头丶,0,10,19,rng纪念一下 
创业者与人中人,0,1,2,“来自第二赛区的大飞老师在墨西哥登录。”“还在嘴硬的大飞向edg逼近。”“成绩比嘴硬的faker进入了纽约州Hulu剧院。”“李相赫没有35延迟干死rng。”“大魔王接近亚特兰大洲立农业球馆。”“英雄联盟的唯一真神faker大魔王将于11月5日抵达自己忠实的旧金山。”#s12全球总决赛##t1对战drx# 
电竞姬,54,60,273,【如何评价上单虎和中单虎？】从S10夏季赛GALA来后开始看的RNG比赛，看到现在感觉还是上单小虎强从烂的方面比，S11小虎打过的比赛烂掉的局数是比今年少的，而且S赛上送的也没有今年多。从好的方面比，去年RNG的团战是比今年强的。感觉要不虎再去上路吧，就很明显感觉虎的中路并不出彩， ...全文
大木GameDay,3,0,7,【#2022全球总决赛# 淘汰赛 选手数据之最】最多单杀：DRX.Zeka最高分均伤害：EDG.Scout最高场均参团率：DRX.BeryL最高场均对线经济差：DK.Canyon最高分均补刀：RNG.GALA最高场均视野得分：RNG.Ming#S12淘汰赛# #英雄联盟S12# 
电竞徐嘉诰,0,3,10,RNG的Dota2分部野要解散了吗？RNG一号位和五号位发推找队：愿意前往任何赛区~ 
三连游戏君,3,6,44,RNG、EDG、TES、JDG，从#英雄联盟S12#回来的四支队伍进入静默期 
召唤师Park,27,241,865,LPL转会期尚未到来，各路消息已经蜂拥而至，围绕着RNG小虎、EDG学弟Scout、Viper、TES黄金左手Knight、Wei、Theshy等选手，深夜时分“世一瓜”Doinb再度放出较为准确的消息：1、顶尖ADC抢手程度依次是Viper、Gala、Light、Lwx、Huanfeng；2、最抢手的中单是Scout，最抢手的国产中单是RNG小虎，小虎 ...全文
亲爱的胡图图小朋友,4,74,117,rng 回应一下（重新开贴是因为我发三张图就操作频繁了p9）p1是今天的回应p2-3是同一个12级牌子用户的记录p4-5是当天发给我的图片记录p6-8是当天其他的一些记录 
可乐呀QAQ,0,1,1,rngCEC来点作用啊。合作伙伴要倒了。还有不是刚成立了深圳软泥怪么，怎么会说倒就倒呢。 
虎扑电竞,0,31,49,"【2022NEST即将开赛：14支LPL战队参加线上预选赛，前八晋级】N﻿EST官方宣布2022NEST英雄联盟线上预选赛正式开赛，包括AL, BLG, EDG, FPX, iG, JDG, LGD, LNG, OMG, RNG, TES, TT, UP和WE共14支LPL战队出战。原文如下：英雄出，擂鼓声声，赛场现真章竞高下，战火熊熊，桂冠重几何11月10日-11 ...全文"
hurricane_Zz,0,17,9,rng想康康12级的风景 
电竞徐嘉诰,6,11,38,那个患癌去世的rng女粉，居然复活了rng 电竞徐嘉诰的微博视频 
卟吃鱼的猫0,0,0,0,"fakerB站看到一个官方某解说预测，说的是T1在的上半区比较弱，认为DRX决赛3-2赢T1真的是为了打压T1,连LPL友军都不放过，JDG、RNG不是世界赛开打前，你们认为LPL最契合版本的最强两只队伍吗？现在又成上半区弱了，只要T1还没拿下冠军，他们都认为T1和李哥不行，所以别去同情戴先生了，不夺冠， ...全文"
冥王星de眼泪,0,3,2,rng理性讨论，如果你是一位职业选手并且在LPL打比赛，你会怎么选？①拿冠军  ②保证自己的身体健康，在退役的时候没有伤病③在打职业期间努力挣钱为了以后的生活 
unityYt,0,0,3,rng实在没想到现在还有人在说队员怎么样怎么样的，累不累啊有的人 
断鱼在渊,0,2,3,#米勒娃娃预测S12决赛#这种预测看看就好，就像赛前谁能想到gen会输drx，抖一中不知道是买了还是被威胁了，能做出那么明显的卖队友。谁能想到rng被封零呢，决赛看各自发挥吧，谁赢了都蛮好，都是各自努力的结果。 
傲慢的霓娜子,0,19,5,rng 折叠手机究竟买哪个好，好纠结 
Nirvana-phx,0,9,25,rng从21年梦开始，这一只皇无论是换了中单还是上单，不管别人怎么说，在我心里都是最好的一只皇。今年大家其实心里都明白到底输在什么地方，从他们第二轮各种小道消息听到他们肌肉酸痛不规则发烧我就已经大概知道想要维持正常训练已经不可能了，第二轮的结果果不其然。现在能把新冠当做借口的 ...全文
晚风温柔似你,1,13,46,#小虎被爆料未与RNG续约#有一说一，你说小虎s赛不行，是有点根据的，但是你说小虎一直是个混子，那黑的过于明显了。 
捏妈的怎么全都不可用,0,0,0,rng散了我也就没主队了，一身轻松当路人浅浅吃点冬转🍉 
极粉永不加班,0,0,0,#英雄联盟#  #RNG#RNG真解散了！Doinb爆料除呼吸哥外全部离队，小虎成最抢手中单！ 极粉永不加班的微博视频 
想看挽星河尽朝暮,0,2,0,rng 疯狂，据说sofm真的去blg啦，一看id好像还真是这么回事 
电竞游戏BB姬,5,399,950,解说米勒称LPL近几年除了JKL都没有什么超级新人，我觉得是LPL不会培养，你觉得呢？S10 Bin在SN出道并打进世界赛决赛；半决赛对线压制369，但是现在却退步了~S9 呼吸哥在OMG出道，可以说是OMG唯一一个正常人，随后辗转WE和RNG，对线水平一如既往，大局观还是没有什么长进~S11Creme小奶油惊艳出道， ...全文
电竞赛事大围观,0,0,0,#2022全球总决赛##RNG#RNG惨遭T1零封，小虎赛后道歉！ 电竞赛事大围观的微博视频 
靠谱电竞,9,38,224,【2022全球总决赛淘汰赛 选手最数据】最多单杀：DRX.Zeka最高分均伤害：EDG.Scout最高场均参团率：DRX.BeryL最高场均对线经济差：DK.Canyon最高分均补刀：RNG.GALA最高场均视野得分：RNG.Ming#英雄联盟S12##S12最前线##2022全球总决赛# 
爱玩游戏的小屁孩h,0,0,1,#英雄联盟##LPL#Letme姿态联手焕烽复盘JDG不敌T1，TES、EDG和RNG谁更丢人？ 爱玩游戏的小屁孩h的微博视频 
来路漫漫亦灿灿li,0,2,10,rng 也许有一天我们会对电子竞技失去热爱，因为随着年龄的增长，生活事业学业对我们的压迫一直到今天都还在持续，但不是今天！今天我们将迎来本周末的第一个bo5内战8.30分让我们准备进入召唤师峡谷 
