用户,转发数,评论数,点赞数,评论
DYG王者荣耀分部,5,49,59,DYG奥力给#荣耀杯s5# 【深圳DYG荣耀杯今日赛程】深圳DYG VS 长沙TES.A   19：30-22：00        对抗路：深圳DYG.233打野：深圳DYG.三藏中路：深圳DYG.文帝发育路：深圳DYG.华郴游走位：深圳DYG.三岁#深圳dyg##巅峰之路 勇无边界# 
英雄联盟神吐槽,111,147,806,【@丶涵艺 再次放出LPL转会消息】Tes: 阿水续约 其他未定V5：大概保留阵容 补强上野位RNG：下路打野大概留不住 朱开回EDG了EDG：无消息JDG：无消息WBG：中上续约 换打野 补AD 辅助未知LNG： AD要走 辅助全部到期 上路想续约还没谈OMG：换了资方 自负盈亏 不投入FPX：再次重建 新赛季没啥钱， ...全文
长沙滔搏丶小鹏,1,10,107,#TES公益行动# 在流浪狗狗摊位当了一个下午志愿者 玩得很开心如果家人们能带几只回家就更开心了 
丶思念化成海丶,0,0,0,tes48饭堂收一套工作牌 可h 
butsomeofus,0,0,25,TOP_ESPORTS怎么感觉越传越离谱了，再gh就要收购tes了 
桃汁喵喵tt,0,3,7,拜托告诉我那个想要xiaohu不想要手的队伍是tes🙏🙏🙏切拜！！！ 
Score赛高,8,36,189,@丶涵艺  透露冬季转会期消息Tes: AD续约 其他不知情V5：大概保留班底 补强上野位RNG：射野大概留不住 教练回EDG了EDG：JDG：WBG：单人线续约 换打野 补AD 辅助不知道 LNG：没太了解 AD留不住 辅助俩都到期 上路想续约还没聊 OMG：换了资方 自负盈亏 不投入 FPX：大换血 新赛季 ...全文
HDL司仪,0,2,0,tmd！（骂我自己）在我的视角上看jkl最大的特征的勇敢和冷静，关于职业生涯我相信他是很有清晰规划的一位选手；吧里有人提到他在ig时就念了旧情没走，在tes也是要跟着gh……逐渐我才放开/说服自己:他是个把旧情和义气看得很重的人。（19转会期他吃了这么多苦，受了这么多伤却一句话不说，一定程度上 ...全文
来份红烧肉嘛,0,0,1,Tes雨辰干将真帅啊 
兔玩王者荣耀,0,1,8,#荣耀杯s5# 【深圳DYG 3:2 长沙TES.A】深圳DYG拿下第五局胜利！DYG奥力给 
Eden不是爱等,0,0,0,从4AM没进世界赛到TES止步16强，我觉得我已经电子阳痿了，开始对游戏没啥兴趣，电脑开机又关机。前几天想出去走走，刚走到山海天，被告知尹晨溪发烧，折腾到今天还没好，这几天唯一能感受的温暖是医院看病医生给的，总是很温柔很耐心的回答我的问题，讲解着病情，或许是因为她，走出医院阳光泼洒在身上 ...全文
兔玩王者荣耀,0,0,3,#荣耀杯s5# 【深圳DYG vs 长沙TES.A】双方第五局BP如下：KPL 
长沙滔搏丶雨辰,7,18,52,#TES公益行动# 玩得很开心 
星空HPH,0,0,2,rng如果真没办法一起打比赛喜欢能够打包吧98兄弟一起吧，让我们这些17 18年的老粉丝寻求最后的安慰，去TES也好，WBG也好，拿到一个大合同，能看他俩一起打比赛是我们老粉的心愿 
只想逃避的胆小鬼,1,7,9,TES.xiaohu我是一秒钟也等不下去了明天就要看到！只要这比买卖成了，sg赢了郭皓赢了我也赢了！三喜临门！！！求求你了郭皓！来点作用吧！！！ 
小二电竞,3,21,144,再总结LPL冬转期最新网爆消息:TES或再组银河战舰！#英雄联盟#英雄联盟1 滔博集团疑似给电竞LOL分部批了7600万RMB，让管理层随意买选手。现在确定留队的是阿水以及上单Wayward(下赛季会守饮水机)。打野位置上TES考虑Wei或Tarzan，中单位置上正在考虑rookie。至于辅助暂时还没人选，估计会从 ...全文
樱木大人_养猪少女兔,0,5,9,TOP_ESPORTS TES怎么无处不在 
夏天就喝鲜百香双响炮,0,3,11,哈哈哈哈哈哈哈哈哈哈哈哈sg就接受了这个事实吧 有什么不能接受的呢 你哥哥提前拿到了大合同 所以可以不管队友死活 只为了自己表现 结果实力不允许 让全队为他买单你哥哥打成这幅样子 幸亏有TES当了冤大头 就这还叫呢 
滔搏电竞王者荣耀分部,2,18,74,【猫狗大联盟公益活动VLOG】趁着休赛间隙选手们一起参加了猫狗大联盟公益活动，活动主旨是呼吁大家领养代替购买，多爱护动物，毕竟小动物们的可爱真的可以溢出屏幕！滔搏电竞俱乐部王者荣耀  #TES公益行动#  滔搏电竞王者荣耀分部的微博视频 
召唤师Park,28,53,219,转会期开启前，赛高的一句“S12参赛选手确定离开老东家”激起了大伙的好奇心，回顾过去几波转会期，Score线人全部在LPL赛区。有趣的是，RNG小虎、EDG小学弟Scout、JDG牙膏、TES黄金左手都基本符合“老将”的设定，来综合分析一下四位选手。JDG是本届世界赛成绩最好的LPL战队，且369和下路Hope已经与J ...全文
王者不能没有我,0,1,0,#英雄联盟# 2022英雄联盟全球总决赛小组赛：DRX VS TES 2 TES越塔失误葬送整局，DRX稳扎稳打轻松取胜！#s12全球总决赛# 王者不能没有我的微博视频 
赎懿,0,0,0,TES以然 来一点冬天的感觉 
柠檬西柚冻冻茶,1,16,12,打错了，接TES.rookie 
赎懿,0,0,0,TES以然 来一点冬天的感觉 
柠檬西柚冻冻茶,1,16,12,打错了，接TES.rookie 
电竞圈77号档案,11,723,3693,wbg那个真没打听到，不如咱们自己分析一下，首先排除edg，然后rng的人还没回来，远程签不太可能，jdg刚打完比赛而且没有自由人，回来并且隔离结束的只有tes，jkl确定留队了，wbg又不需要中单，那么？ 
亲爱的特效小皮,0,0,3,LOL这游戏顶多再鼎盛2年。2023如果仁川双C再聚首，那真没啥不好的，说不好还能再有个S冠。只求TES五子散是满天星，别聚一起了谢谢了。水手你们不搭，不搭，不搭。 
嘟嘟超可爱a,0,0,1,TES以然上次中的签名队服，学校收不了只能寄回家，不能亲自开箱 
长沙滔搏丶顾兴,1,16,45,#TES公益行动# 不仅当了志愿者 还当了宠物走秀的评委 好狗好棒的体验 
桃浦小话筒,7,27,184,#TES公益行动# 猫狗大联盟公益活动返图来咯~让我们一起关注流浪动物的生存环境，让领养代替购买，给宝贝们一个温暖的家#话筒子的日常记录簿# #搏至无憾# 
我们大家都不放弃,0,2,1,我猜90%jkl不会离开tes的，去年转会期的文章里写的我印象太深刻了，他和郭皓20年雪中送炭的关系绝对是没话说的，话不说太满，除非tes自己确认摆烂了不想再争成绩了主动让他走最近很感慨为什么lck有那么多人能多次触碰到冠军啊（至少也是夺冠后再进决赛）可是lpl好像一代一代一直在迭代落幕真 ...全文
九零后游戏君,0,0,0,发布了头条文章：《涵艺爆料！全华班转会期有大动作，RNG力求稳健，TES仍以夺冠为目标》 #英雄联盟#  涵艺爆料！全华班转会期有大动作，RNG力求稳健，TES仍以夺冠为目标 
英雄联盟小灰,33,112,394,转会期最新消息，TES获批7600万资金，再组银河战舰！#英雄联盟# #英雄联盟S12# 
召唤师Park,32,214,714,随着TES、EDG、RNG、JDG先后出局，LPL在S12全球总决赛的故事已经说完了，17支LPL战队可以提前准备11月22日正式开启的LPL冬季转会期，最新爆料如下：1、LCK韩援Haru告别小蜜蜂VIT，前FPX打野BO与PerkZ将在2023LEC春季赛坐稳VIT首发席；2、WBG签下S12世界赛选手（有高光时刻），RNG下路Gala、EDG下路 ...全文
游戏发现君,0,1,1,#2022全球总决赛#rookie正在试训tes，宁王也可能来试训 游戏发现君的微博视频 
小二电竞,22,47,740,盘点目前LPL转会期流言(理性吃瓜):1  LWX可能离队，RNG与BLG都与之有过接触，而且BLG给出的价格更高一些。2 FPX下赛季可能会围绕辅助重组3 viper大概率会回LCK赛区，目前DK战队曾经接触过他4 junjia可能离开EDG加入欧美赛区5 LNG目前只考虑换上路6 阿冰可能会续约，但肯定会换辅助。而TES不 ...全文
虎扑电竞,0,17,65,【翻译团】LCK英文流解说：DRX最令人惊讶，TES令我失望 外媒blix.gg发布“Chronicler（LCK英文流解说）：如果必须测定两个赛区的整体优势，我认为LCK队伍更稳定，LPL队伍的上限更高”一文，原文部分内容翻译如下（PS：原媒体在四分之一决赛结束后采访了Chronicler，原文是在10月31号发出的）：（未经 ...全文
法国伊飒,3,3,21,"秋天的一杯桃红 🍁 ～2022年11月份法国天气特别热 🌞合适继续喝点冰的桃红葡萄酒 🍇🍷在喝的是一瓶 Château Gigery 绮诺酒庄来自 法国 普罗旺斯丘(Côtes de Provence）AOP==&gt; 🍇 7个葡萄品种混酿的：佳丽酿 Carignan, 克莱雷 Clairette, 歌海娜 Grenache, 慕合怀特 Mourvèdre, 西拉 S ...全文"
英雄联盟神吐槽,46,251,1152,香锅吐槽LPL现状：JDG不该让369背锅，LPL的年轻选手基本已烂完了香锅吐槽LPL现状：国产中单至今没能超越那个男人简单概括问题或许主要集中在以下几点：第一，LPL全华班的成绩一直没有质的突破，这个赛季TES十六强淘汰，RNG止步八强，没有一支全华班能走远。第二，国产中单青黄不接，三位冠 ...全文
兔玩王者荣耀,0,0,7,#TES公益行动#i狗人士狂喜希望每一只狗狗都能拥有自己的家 
主播圈内事,0,0,0,Doinb暗示阿水和TES续约：夏季赛就续约了，完全不用担心世界赛的选手找不到工作！ 主播圈内事的微博视频 
兔玩王者荣耀,0,0,7,#TES公益行动#i狗人士狂喜希望每一只狗狗都能拥有自己的家 
主播圈内事,0,0,0,Doinb暗示阿水和TES续约：夏季赛就续约了，完全不用担心世界赛的选手找不到工作！ 主播圈内事的微博视频 
i手游叔,0,0,7,#TES公益行动#【TES分享视频宠物领养日志愿者体验】#浪游创作营# i手游叔的微博视频 
兔玩游戏,22,207,901,@丶涵艺 爆料LPL转会消息：Tes: AD续约 其他不知情V5：大概保留班底 补强上野位RNG：射野大概留不住 教练回EDG了EDG：JDG：WBG：单人线续约 换打野 补AD 辅助不知道 LNG：没太了解 AD留不住 辅助俩都到期 上路想续约还没聊 OMG：换了资方 自负盈亏 不投入 FPX：大换血 新赛季没 ...全文
主播今天长高了吗,0,0,1,别留tes……一个都别 
小红不喜欢红,0,8,2,#2022LOL冬季转会期#内部消息:Rng 被收购，Uzi 将会回归rng ，上单位置不变还是呼吸，小虎大概率会陪uzi再打一年，gala 转会v5，ming 继续辅助Tes: AD续约 ，糯手续约，上单换bin 哥V5：ad换成galaRNG：射野大概留不住 教练回EDG了EDG：JDG：WBG：单人线续约 换ad 补辅助 打野不知道 LNG：没 ...全文
电竞赛事大围观,0,0,0,#英雄联盟s12##游戏#TES和FPX同一天无缘世界赛八强，粉丝玩梗：369全程0输出。 电竞赛事大围观的微博视频 
虎扑电竞,13,805,2154,【JR投稿】理性讨论一下，年底最佳选手的归属。首先是RNG：春冠+msi+八强JDG：夏冠+四强TES：春夏双亚+十六强EDG：春季赛八强+夏季赛季军+世界赛八强其余没进世界赛的战队不予考虑。这样看RNG战绩应当是全年最好，虽然现在是逆风， 但s赛jdg也不过比rng多赢一轮系列赛。如果纯按荣誉排， ...全文
Oizysssssssssssssss,0,2,1,预测一波决赛，估计不会太精彩。drx估计挺像s10那年的sn的，以下克上打败tes，但到了决赛和dk有硬实力差距的。 
Albert_122,0,4,4,1. 是给朋友们的建议：电竞选手说白了就是一帮高中肄业、成绩堪忧的问题少年，他们中的大部分，都是像李飞这样说话恶臭的，像tes的黄任行、晴天，这些二队上来的素质都极差。而doinb、hecker这些，属于是极少数双商都高、素质好的精英，我们不可能指望所有人都像他们这样。所以如果inb哥还找李飞这种人 ...全文
致竞荣耀,0,0,7,【杭州LGD大鹅 2:3 长沙TES.A】本局MVP给到@长沙滔搏丶苏沫 猪八戒#荣耀杯S5# 
致竞荣耀,0,0,0,【杭州LGD大鹅 vs 长沙TES.A 第五局】顾兴娜可露露二连击破，双方零换三#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,2,【杭州LGD大鹅 2:2 长沙TES.A】本局MVP给到杭州LGD大鹅小落 廉颇#荣耀杯S5# 
致竞荣耀,0,1,0,【杭州LGD大鹅 vs 长沙TES.A 第四局】恭喜@杭州LGD大鹅 追平比分#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,0,【杭州LGD大鹅 vs 长沙TES.A 第四局】小落廉颇关键群控，小无镜二连击破，双方团战一换三#荣耀杯S5# 致竞荣耀的微博视频 
滔搏电子竞技俱乐部,458,651,7164,选手返回基地Vlog隔离结束，所有选手已安全健康地返回基地，大家全程遵守各项防疫规定并严格做好了防护，感谢各位防疫工作人员#搏至无憾# 滔搏电子竞技俱乐部的微博视频 
你是我唯一的爱148,0,18,9,AL你我皆传奇 跟大家聊聊我得到的转会期消息吧，目前AL只有球球合同今年到期，而AL的打算是换上路和辅助，又想换一个好一点的中路和教练却没钱，其他战队的，jakelove续约TES，RNG的wei和gala大概率离开，EDG的Viper应该也会离开，芙兰朵可能会退役，林伟翔大概率离开FPX，WBG续约TheShy，Uzi ...全文
W7F1,0,0,1,看好哪个队哪个队伍被淘汰 tes rng edg dk jdg geng 那最后一把我看好t1     fa！！！ 
想要改一个没人取过的ID,0,0,0,刚发现自己关注tes超话，也不知道是怎么进的，诚实地说我确实是想进去玩梗的 
英雄联盟神吐槽,34,80,832,不知廉耻还是故意整活？TES上单淘汰后久违发声：句句惹恼网友近日Wayward在直播间发言：“我现在还在太平洋游泳呢！太平洋的信号不太好，刷不了礼物嗷。我感觉我可以去当海贼了。”“怎么发弹幕的？华为的，防水！”“开了舰长，舒服了！”虽然是朋友间一通正常的打趣，但这个时间点实在是太过敏 ...全文
虎扑电竞,2,27,124,【疑似jackeylove已经续约TES，doinb直播透露那个进世界赛的ADC夏季赛就已经续约了】#2022全球总决赛##英雄联盟s12# 虎扑电竞的微博视频 
绿生凉_Fminty,0,3,0,tes最大流量不是ad嘛？咋的现在不敢惹sg，就找软柿子捏？赢是f4，输了就是都有锅，然后隔一段时间就开始找好拿捏的恰流量了，是吧？ 
与这人间为敌,0,6,9,faker  lpl第一串子赛区，今天tes明天rng，后天edg 大后天jdg， 然后又三星，先黑许秀再喊大飞 谁赢站谁， 打前上嘴脸打完直接对面十年老粉， 所有人开个遍 ，希望EDG让大飞出不了线，希望RNG打大飞打退役，希望JDG把大飞打哭，希望Gen.G碾压t1，希望drx。。换爹比翻书还快，等四冠又要装死 
jzw0704,0,0,4,jackeylove tes冠军皮肤？？ 
蛋糕不吃我打包,0,3,1,gh你真搞来那么多钱买人？？如果真的tes有你了不起 
我是不是你的女神jing,0,0,3,如果rookie来tes试训是真的 我要把皓哥照片打出来供着 
Amnaaa,0,4,9,tes不了了，比胡日顿格日特根哈日那，格几格ben乌噶那，beye ben乌噶那 
吃瓜的空白,0,2,3,网友投稿：TES阵容，你觉得怎么样？#2022LOL冬季转会期##S12竞燃有我# 
为人性僻耽胡话,0,3,2,说起来金🐷好久没声音了。既然白色月牙已经在水鬼那里寄了，我想看金🐷明年去挑战一下tes…… 
东亚大椰壳,0,0,1,不过比起tes，blg在年初也算不上银河战舰啊，tes可是有还没打s12的玉玉和我冰，blg这都谁啊 
游有傲霜枝,0,2,2,英雄联盟LPL赛区在S12世界赛迎来黑暗时代，TES/EDG/RNG各种输法把粉丝搞绝望了，JDG也没能担起重任，为什么第一赛区突然变成这副模样，观众实在无法理解背后的原因。而LPL赛区即将迎来大洗牌，转会期大量选手合同到期，其中也包括这四支参赛世界赛的中单选手，知名爆料人Score赛高在微博上透露：“参 ...全文
清汤锅煮土豆雷,0,1,0,转会期，接blg、lwx，接rookie TheShy同队，接tes、baolan，接乌兹回rng复出，接lng、tian，转会期不乱一点怎么能叫转会期呢 
杭州LGD大鹅,0,11,41,"【2022#荣耀杯s5# 今日赛果】杭州LGD大鹅 vs 长沙TES.A 2 ：3第一局MVP：杭州LGD大鹅.小骨第四局MVP：杭州LGD大鹅.小落赛后数据如下：LGD大鹅#初心荣耀,百战成名# "
裘卡Juca,0,5,8,老照片，2007年加拿大站上的Jeffrey Buttle、Christopher Mabee和 Jeremy AbbottPS：2007年加拿大站正是的成年组GP首秀，然而短节目TES=19 真的宛如一个鬼故事 2007 SC - Jeremy Abbott SP 
三昧弦,3,39,573,韩网：中国TES粉丝为T1加油 
Various-ky,0,7,6,TOP_ESPORTS在ss17拆卡直播间get到的信息（退役选手，据本人说和皓哥玩得很好）Tes：1.jkl留队。2.tian 确定转会。3.wayward肯定会换下来。（除了下路位置确定，其它都待定）（确定组全华班）edg：1.上单大概率退役。2.中辅续约。3.viper最多三成可能性回lck。wbg：1.组全神班。2.上中辅留 ...全文
哦吉吉吉,4,95,224,T1 新粉请注意：1⃣️T1不会跟其他战队吵（除非像hz，tes那种，及其他带节奏）麻烦不要到处引战拉踩。跟那些xx战队粉丝吵架，没有意义还浪费心情。🌟有关黑料的及事实真相可以关注T1跟李哥的几个大粉了解。B站也有个up主：记得关注现实生活（UID:545201195）是专门做T1的事实真相及澄清汇 ...全文
给小妍来点甜,0,0,2,TES以然快去小🍑微博看出演车的金兜兜[国庆过得真快乐]（疯狂憋笑版） 
洋流里的微光,0,2,1,看了真实电竞的最新一期，对这人好感瞬间减半，之前视频都是锐评整个队伍，这次直接专讲hope，TES16强回家，怎么不见你对TES选手锐评。JDG对战T1前，我就说过了一句话，hope如果要是能c一局，这比赛估计就稳了，赛前我都不敢奢望他能有多c。建议多看看拿着高工资不干事的人，怼着这一个没粉丝没人气的 ...全文
晚柠Fairylan,0,3,5,TES以然宝贝们！dy又又营业了噢这次没眼袋了（怀疑是被磨皮磨没了） 
胆王爷,0,28,25,熬不动了兄弟们，这一个月来天天黑白颠倒的干，最少的时候一天最少休息俩小时，脑子都迷迷糊糊，尤其是DRX的爆冷瞬间让老子清醒了！本赛季的DRX无疑是最强黑马，先是入围赛全胜出线，再到后面连续淘汰我们的TES和EDG，最后同T1一样让一追三拿下三星这个夺冠热门，一次又一次的亮眼表现再度刷新了四号种 ...全文
阿怡解说,31,32,267,韩网论坛讨论T1战胜JDG：说T1&gt;LPL还为时尚早，因为还没有赢TES！#英雄联盟# #S12半决赛# 
兔玩王者荣耀,0,2,0,#荣耀杯s5# 小组赛第三日荣耀战报送上厦门VG 3:2 NBW 长沙TES.A3:2杭州LGD大鹅 昨晚两场比赛打满，VG、TES.A拿下二连胜，NBW展现出不俗实力但仍需积累经验，@长沙滔搏丶苏沫 与新人小落在边路的对抗十分精彩！@厦门VG王者荣耀 @滔搏电竞王者荣耀分部 领跑积分榜首！KPL 
-rookango,0,7,2,mua的水子要真续约了tes 郭皓能不能买来rookie啊真的想看鸡水再打一年 
鹅鹅鹅想看金色的雨,0,3,1,TES以然 别说升级svip了 你小子怎么连vip都没有啊 微博账号要发霉了！！ 
给小妍来点甜,0,0,1,TES以然好耶我巅峰赛九连跪耶[国庆过得真快乐]太好玩了这游戏[国庆过得真快乐][国庆过得真快乐][国庆过得真快乐]玩游戏哪有不疯的[国庆过得真快乐][国庆过得真快乐][国庆过得真快乐] 
亲爱的特效小皮,0,0,0,杰克留队？这是就打算这样了么？有点难过的，毕竟他能在TES成长的已经成长完了，剩下的也不可能再更进一步了。两年了，各种方面的进步都停下来了，他做了最保守的选择那我也只能祝福他，只是有点可惜了。 
爱玩游戏的小屁孩h,0,0,2,#英雄联盟##LPL#来年再战！LPL加油！ 爱玩游戏的小屁孩h的微博视频 
电竞疯报,23,40,123,前V5教练分析各战队转会期选手去留情况，RNG下野可能保不住，TES上单续约，具体分析如下！#2022全球总决赛# #英雄联盟S12# #浪游创作营# 
我是电竞小生,0,0,4,英雄联盟#2022LPL冬季转会期# 随着S12赛程接近尾声，LPL冬季转会期也即将到来！而各家俱乐部也是动作频频，试训、续约等工作紧张进行。据@丶涵艺 爆料：1、TES的AD已经续约。2、RNG打野和AD留不住，教练Kenzhu回归EDG。3、BLG叔叔有钱，但追到Rookie很难，补强AD。4、WBG续约The shy ...全文
三昧弦,1,47,333,隔离结束   所有TES选手已安全健康地返回基地 
娱小柒,0,0,0,V5前教练发了转会期消息，应该是最近比较详细的一个报道了。阿水继续预约TESBLG想买Rookie但很难Gala和Wei大概RNG留不住WBG补充打野和ADIG卖队这样看RNG和WBG似乎正好互补，之前爆料说的世界赛亮眼选手是Wei？ 
娱小柒,0,0,0,V5前教练发了转会期消息，应该是最近比较详细的一个报道了。阿水继续预约TESBLG想买Rookie但很难Gala和Wei大概RNG留不住WBG补充打野和ADIG卖队这样看RNG和WBG似乎正好互补，之前爆料说的世界赛亮眼选手是Wei？ 
桔桥蟹铺,0,0,0,我替扑男编一个TEs blz (兜兜转转还是和你成绩最好系列Edg gala （从这个豪门到那个豪门 大小姐的专属男友wbg light （这个打法像那个打法像 灯on怎么不能包办出真爱 Lpl 同人圈和扑男的成绩论实现最大双win 
学院派代表,0,0,0,#tes##英雄联盟s12# 坐地铁看到这个… 
是风之铃,0,0,0,TES小鹏马可波罗二连击破王者荣耀#王者荣耀# 是风之铃的微博视频 
是风之铃,0,0,0,TES小鹏狄仁杰二连击破王者荣耀#王者荣耀# 是风之铃的微博视频 
北青先锋电竞,0,0,3,#tes全员健康返回基地# TES的队员们回基地啦还发了vlog真不错#2022全球总决赛# 
好运草莓塔,0,0,1,我真蛮希望阿萨姆回来然后微博哥和tes互换打野的，一方面没褪干净的辅助嬷基因让我很期待和粗箭头ad的下路二搭，一方面我想看上路粉开队友的时候天杂能不能打得过羞杂 
塔塔乐园,0,6,0,我今年被blg v5 wbg tes伤到了所以啥画饼我都是先质疑不信的除非官宣甚至官宣我都要看打完春季赛的效果年初我希望最大的v5和wbg季后赛不也给了我沉重一击吗甚至微博连冒泡赛都没得打反正都是没成绩 那就赚大钱！兄弟lol！让自己开心一点！没多少年了 我再看你们几年 退役了就一起和比赛say good ...全文
巴黎小云仔,0,0,1,La poésie n'est pas loin，dans tes jours ordinaires✨✨#记录我的海外生活##法国巴黎#法国·塞纳河游船 法国·A La Tour Effel 巴黎小云仔的微博视频 
辣鸡中的战斗机_,0,11,2,刚才进来吃个饭 听见店员和一个他们熟悉的顾客在讨论s赛 我没忍住跟mys说了两句店员上菜的时候还问：你们也看？我们说看 我说我主队早走了他问：rng？我说不是 我喜欢tes他说：现在还有人是tes粉丝啊那种口气带着一丝嘲笑一丝讽刺我真是 我真的感觉这种人恶心至极老子喜欢个战队还得被人看不起 ...全文
诗美是否,0,0,1,你好 TOP:TES.Xiaohu。 
Cloud槑,0,0,1,TES小鹏88888888 
Cloud槑,0,0,0,TES小鹏333 
Oizysssssssssssssss,0,2,1,预测一波决赛，估计不会太精彩。drx估计挺像s10那年的sn的，以下克上打败tes，但到了决赛和dk有硬实力差距的。 
Albert_122,0,4,4,1. 是给朋友们的建议：电竞选手说白了就是一帮高中肄业、成绩堪忧的问题少年，他们中的大部分，都是像李飞这样说话恶臭的，像tes的黄任行、晴天，这些二队上来的素质都极差。而doinb、hecker这些，属于是极少数双商都高、素质好的精英，我们不可能指望所有人都像他们这样。所以如果inb哥还找李飞这种人 ...全文
荔枝不失恋,0,0,1,TES以然 11月了家人们 
心理年龄八十岁,0,0,0,发布了头条文章：《王者荣耀：雷霆杯小组赛结束，TES和WZ出局，Fly表演赛再拿墨子》  王者荣耀：雷霆杯小组赛结束，TES和WZ出局，Fly表演赛再拿墨子 
麻辣公主小邓,0,0,2,TES以然 在本月最后一天终于等到你 
栗味丘比特,0,0,0,回味老根打龙叉 感觉s12最大的遗憾之一要有没看到tes打geng 
致竞荣耀,0,0,7,【杭州LGD大鹅 2:3 长沙TES.A】本局MVP给到@长沙滔搏丶苏沫 猪八戒#荣耀杯S5# 
致竞荣耀,0,0,0,【杭州LGD大鹅 vs 长沙TES.A 第五局】顾兴娜可露露二连击破，双方零换三#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,2,【杭州LGD大鹅 2:2 长沙TES.A】本局MVP给到杭州LGD大鹅小落 廉颇#荣耀杯S5# 
致竞荣耀,0,1,0,【杭州LGD大鹅 vs 长沙TES.A 第四局】恭喜@杭州LGD大鹅 追平比分#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,0,【杭州LGD大鹅 vs 长沙TES.A 第四局】小落廉颇关键群控，小无镜二连击破，双方团战一换三#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,1,【杭州LGD大鹅 vs 长沙TES.A 第四局】顾兴铠击杀小伟海月拿下一血#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,2,【杭州LGD大鹅 vs 长沙TES.A 第四局BP】#荣耀杯S5# 
致竞荣耀,0,0,0,【杭州LGD大鹅 vs 长沙TES.A 第四局】小落廉颇关键群控，小无镜二连击破，双方团战一换三#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,1,【杭州LGD大鹅 vs 长沙TES.A 第四局】顾兴铠击杀小伟海月拿下一血#荣耀杯S5# 致竞荣耀的微博视频 
致竞荣耀,0,0,2,【杭州LGD大鹅 vs 长沙TES.A 第四局BP】#荣耀杯S5# 
OPE体育电竞官方,0,0,0,#英雄联盟#近日西方电竞大奖公布了一批奖项提名，其中TES上单选手Wayward荣获最佳新人上单提名，这个就很迷惑了。大黄的表现有目共睹的拉胯，甚至不可否认TES下路打的如此急躁与上路难以打开优势不无关系，大黄以高强度训练游走在CSGO和英雄联盟之间，能否权衡好状态我们不得而知。 
夏天结束了111111,0,2,0,"久久不能释怀啊！！！！先是tes,然后是rng,edg，随着最后一支lpl战队jdg的淘汰真的好难受啊，lpl和lck的差距好大，去年的edg夺冠就像是闪烁的流量划破无尽的黑夜，绚烂夺目，以至于我们忘了lpl一直处于黑夜中。至此，我心中的冠军便敲定是gen,没想到gen被drx3:1带走，我这才恍然大悟，从入围赛杀过来的 ...全文"
召唤师Park,0,5,1259,谁能想到，LCK四号种子DRX能够通过入围赛、小组赛、半决赛的考验，接连击败TES、EDG、GEN，与Faker所在的T1会师S12决赛。T1决赛对战DRX，大家觉得谁能夺冠？#DRX晋级决赛##S12竞燃有我##超话创作官# 无锡·无锡太湖华邑酒店  网页链接 
成都AG超玩会,28,338,2269,【今日赛程预告】#2022王者荣耀微博杯# 成都AG超玩会 vs XYG10月30日（今日）  16:30成都AG超玩会 vs 西安WE10月30日（今日）  18:00#荣耀杯s5# 成都AG超玩会 vs 长沙TES.A10月30日（今日）  19:30AG超玩会#心怀荣耀 勇往直前# 
玩加电竞-王者荣耀,3,20,130,【#荣耀杯S5#小组赛 成都AG超玩会 1:0 长沙TES.A】前期双方和平发育，没有大规模团战爆发；中期，雨辰不知火舞找到多波节奏，造成对面连续减员；后期，成都AG超玩会势如破竹团战捷报频传；最后一波，成都AG超玩会留下敌方四人后直破水晶，先下一城！本局最佳给到：@AG笑影 
召唤师Park,27,38,161,时间走的好快，转眼S12全球总决赛就剩下最后一场BO5对局了，如果在世界赛开启前，我说决赛是“LCK内战”，老将Deft和Faker能够战至终章，会师决赛，你信吗？不只是你，连我自己都不信。人生如戏，今年的世界赛戏剧性拉满，GEN监督Score和DRX原神哥BeryL一直说自己最警惕TES，说TES是LPL上限最高的队 ...全文
曾见风过此心,0,0,2,接gala🙏快来和tes世一中做世一双c🙏 
玩加电竞-王者荣耀,3,20,130,【#荣耀杯S5#小组赛 成都AG超玩会 1:0 长沙TES.A】前期双方和平发育，没有大规模团战爆发；中期，雨辰不知火舞找到多波节奏，造成对面连续减员；后期，成都AG超玩会势如破竹团战捷报频传；最后一波，成都AG超玩会留下敌方四人后直破水晶，先下一城！本局最佳给到：@AG笑影 
电竞站,152,50,402,#huanfeng饭堂首秀#369亮TES标真的哭死，他真的有在拉扯 电竞站的微博视频 
联盟卖报员,195,101,456,#huanfeng饭堂首秀# 锐评369亮TES的队标：我比你走的远，我亮一下就是我的格局 联盟卖报员的微博视频 
不买装备买英雄,199,102,453,369亮TES标：我比你走得远，亮一下，就是我的格局#huanfeng饭堂首秀# 不买装备买英雄的微博视频 
